"time","group","volume"
7,"growth",0.3686144
10,"growth",17.1908352
12,"growth",47.124
14,"growth",163.0521816
7,"regression",1.84530318276508
10,"regression",0.0942141024301101
12,"regression",0.0366626462679736
14,"regression",0.01
