x,y,z,ctl,deaths
-40,-20,9,150,1
-40,-20,12,42,0
-40,-20,15,31,0
-40,-20,27,240,2
-40,-20,33,19,1
-40,-10,-36,39,1
-40,-10,-30,21,0
-40,-10,-27,47,1
-40,-10,-24,160,1
-40,-10,-21,64,1
-40,-10,-18,88,0
-40,-10,-15,72,1
-40,-10,-6,33,0
-40,-10,-3,48,0
-40,-10,0,243,0
-40,-10,3,196,1
-40,-10,6,185,0
-40,-10,9,271,3
-40,-10,15,59,2
-40,-10,18,209,2
-40,-10,21,25,1
-40,-10,24,139,2
-40,0,-33,60,1
-40,0,-30,43,1
-40,0,-27,2,0
-40,0,-24,81,2
-40,0,-21,91,2
-40,0,-18,60,0
-40,0,-15,460,3
-40,0,-12,274,2
-40,0,-9,106,2
-40,0,-6,98,0
-40,0,-3,75,0
-40,0,0,174,2
-40,0,3,236,3
-40,0,6,343,4
-40,0,9,301,2
-40,0,12,235,3
-40,0,15,167,2
-40,0,24,32,1
-40,0,27,79,0
-40,10,-27,45,0
-40,10,-24,69,0
-40,10,-21,220,3
-40,10,-18,16,0
-40,10,-15,29,1
-40,10,-12,156,0
-40,10,-9,120,0
-40,10,-6,135,1
-40,10,-3,26,0
-40,10,0,107,0
-40,10,3,42,0
-40,10,6,59,1
-40,10,9,120,2
-40,10,12,7,0
-40,10,15,333,2
-40,10,18,221,1
-40,10,21,78,1
-40,10,30,46,1
-40,10,33,158,2
-40,20,-27,239,0
-40,20,-24,208,1
-40,20,-21,79,1
-40,20,-18,62,0
-40,20,-15,55,0
-40,20,-12,116,1
-40,20,-9,381,1
-40,20,-6,94,1
-40,20,-3,59,1
-40,20,0,36,0
-40,20,3,45,0
-40,20,6,129,0
-40,20,9,147,0
-40,20,12,153,1
-40,20,18,183,3
-40,20,21,92,0
-40,20,24,26,1
-40,20,27,56,0
-40,20,33,41,0
-40,30,-27,23,0
-40,30,6,117,2
-40,30,12,29,0
-40,30,15,65,0
-40,30,21,8,1
-40,40,-15,62,1
-40,40,-12,55,0
-40,40,-3,118,2
-40,40,0,12,1
-40,40,12,112,1
-30,-60,-6,18,0
-30,-50,-6,89,1
-30,-40,-33,65,1
-30,-40,-30,264,2
-30,-40,-27,97,1
-30,-40,-24,156,2
-30,-40,-21,120,1
-30,-40,-18,72,0
-30,-40,-15,55,1
-30,-40,-6,120,0
-30,-40,-3,39,0
-30,-40,0,55,1
-30,-40,3,68,0
-30,-40,6,71,0
-30,-40,27,41,1
-30,-30,-24,108,0
-30,-30,-21,113,1
-30,-30,-18,233,2
-30,-30,-15,75,1
-30,-30,-9,65,0
-30,-30,-6,306,4
-30,-30,-3,263,4
-30,-30,0,15,0
-30,-30,3,24,0
-30,-30,9,83,1
-30,-30,12,212,0
-30,-30,15,55,0
-30,-30,18,43,1
-30,-30,24,41,1
-30,-20,-27,98,1
-30,-20,-24,219,2
-30,-20,-21,268,1
-30,-20,-18,68,0
-30,-20,-15,59,2
-30,-20,-12,286,1
-30,-20,-9,156,3
-30,-20,-6,213,1
-30,-20,-3,70,2
-30,-20,0,389,2
-30,-20,3,73,0
-30,-20,6,174,2
-30,-20,9,145,3
-30,-20,12,178,2
-30,-20,15,158,3
-30,-20,18,92,0
-30,-20,21,61,1
-30,-20,24,30,0
-30,-20,27,181,2
-30,-20,30,388,2
-30,-20,36,10,0
-30,-10,-27,67,2
-30,-10,-24,39,0
-30,-10,-18,149,2
-30,-10,-15,120,0
-30,-10,-12,249,3
-30,-10,-9,56,1
-30,-10,-6,110,1
-30,-10,0,234,2
-30,-10,3,79,1
-30,-10,6,332,4
-30,-10,9,160,1
-30,-10,12,153,0
-30,-10,15,33,0
-30,-10,18,79,0
-30,-10,21,152,0
-30,-10,24,232,2
-30,-10,27,115,0
-30,-10,33,192,0
-30,0,-33,120,1
-30,0,-27,133,2
-30,0,-24,250,1
-30,0,-21,291,1
-30,0,-18,8,0
-30,0,-15,129,1
-30,0,-12,312,1
-30,0,-9,224,2
-30,0,-6,83,2
-30,0,-3,123,1
-30,0,0,819,7
-30,0,3,500,0
-30,0,6,168,1
-30,0,9,298,2
-30,0,12,297,3
-30,0,15,352,2
-30,0,21,113,0
-30,0,24,34,0
-30,0,27,121,3
-30,0,30,29,0
-30,0,33,296,0
-30,0,36,98,3
-30,10,-30,203,3
-30,10,-27,40,0
-30,10,-24,11,1
-30,10,-21,112,1
-30,10,-18,89,0
-30,10,-15,108,0
-30,10,-12,239,4
-30,10,-9,129,0
-30,10,-6,122,1
-30,10,-3,223,1
-30,10,0,343,3
-30,10,3,166,2
-30,10,6,24,0
-30,10,9,113,1
-30,10,15,240,5
-30,10,18,59,1
-30,10,21,88,2
-30,10,24,81,0
-30,10,30,89,2
-30,10,33,173,1
-30,10,36,23,1
-30,20,-33,93,0
-30,20,-24,160,0
-30,20,-21,177,1
-30,20,-18,2,0
-30,20,-15,20,0
-30,20,-12,266,4
-30,20,-9,70,0
-30,20,-6,199,2
-30,20,-3,202,2
-30,20,0,248,4
-30,20,3,213,0
-30,20,6,12,0
-30,20,12,1,0
-30,20,15,234,1
-30,20,18,27,0
-30,20,24,228,4
-30,20,27,215,2
-30,20,30,113,0
-30,20,33,92,1
-30,30,-30,159,1
-30,30,-18,130,0
-30,30,-15,127,0
-30,30,-12,120,1
-30,30,-9,117,0
-30,30,-6,259,1
-30,30,-3,45,1
-30,30,6,116,2
-30,30,9,91,1
-30,30,12,147,2
-30,30,15,207,1
-30,30,24,67,1
-30,30,30,59,0
-30,30,33,221,3
-30,40,-21,24,0
-30,40,-18,241,0
-30,40,-15,298,5
-30,40,-12,113,1
-30,40,-3,56,0
-30,40,0,57,0
-30,40,12,32,0
-30,40,15,61,1
-30,40,21,106,1
-30,40,24,71,0
-30,50,-15,32,0
-30,50,12,120,1
-20,-60,-6,17,0
-20,-60,12,68,0
-20,-60,15,84,0
-20,-50,-9,11,0
-20,-50,0,35,0
-20,-50,3,69,2
-20,-50,6,2,0
-20,-50,9,58,0
-20,-40,-30,81,2
-20,-40,-21,1,0
-20,-40,-18,8,0
-20,-40,-15,50,1
-20,-40,-12,196,2
-20,-40,-9,114,1
-20,-40,-6,77,0
-20,-40,-3,381,3
-20,-40,0,16,1
-20,-40,3,26,0
-20,-40,6,36,2
-20,-40,9,28,0
-20,-40,15,119,1
-20,-40,18,99,0
-20,-40,24,29,0
-20,-30,-33,186,3
-20,-30,-30,119,1
-20,-30,-27,4,0
-20,-30,-24,43,1
-20,-30,-18,104,0
-20,-30,-12,86,0
-20,-30,-6,35,1
-20,-30,-3,381,2
-20,-30,0,16,2
-20,-30,3,27,1
-20,-30,6,359,3
-20,-30,9,297,2
-20,-30,12,88,1
-20,-30,15,145,1
-20,-30,18,11,1
-20,-30,21,30,1
-20,-30,24,138,0
-20,-30,27,273,4
-20,-30,30,118,1
-20,-30,33,2,0
-20,-20,-36,198,2
-20,-20,-33,255,1
-20,-20,-30,256,0
-20,-20,-27,223,3
-20,-20,-21,100,2
-20,-20,-18,178,2
-20,-20,-15,25,0
-20,-20,-12,204,1
-20,-20,-9,303,3
-20,-20,-6,170,1
-20,-20,-3,486,4
-20,-20,0,198,2
-20,-20,3,287,2
-20,-20,6,447,6
-20,-20,9,390,4
-20,-20,12,222,1
-20,-20,15,257,2
-20,-20,18,193,2
-20,-20,21,272,3
-20,-20,24,56,1
-20,-20,27,331,4
-20,-20,30,502,7
-20,-20,33,87,2
-20,-10,-30,152,1
-20,-10,-27,270,4
-20,-10,-24,66,0
-20,-10,-21,257,2
-20,-10,-18,250,3
-20,-10,-15,199,5
-20,-10,-12,549,3
-20,-10,-9,599,4
-20,-10,-6,328,5
-20,-10,-3,309,4
-20,-10,0,307,0
-20,-10,3,274,3
-20,-10,6,491,5
-20,-10,9,270,5
-20,-10,12,218,0
-20,-10,15,126,1
-20,-10,18,315,6
-20,-10,21,185,2
-20,-10,24,164,1
-20,-10,27,170,2
-20,-10,30,118,2
-20,-10,33,95,0
-20,-10,36,178,3
-20,0,-36,304,3
-20,0,-33,46,0
-20,0,-30,30,0
-20,0,-27,99,3
-20,0,-24,141,2
-20,0,-21,187,1
-20,0,-18,347,1
-20,0,-15,479,4
-20,0,-12,434,6
-20,0,-9,279,2
-20,0,-6,530,2
-20,0,-3,615,10
-20,0,0,665,5
-20,0,3,496,4
-20,0,6,371,3
-20,0,9,311,3
-20,0,12,618,8
-20,0,15,350,3
-20,0,18,340,2
-20,0,21,223,1
-20,0,24,134,2
-20,0,27,158,0
-20,0,30,15,0
-20,0,33,77,3
-20,0,36,280,1
-20,10,-36,219,1
-20,10,-30,119,0
-20,10,-27,136,2
-20,10,-24,192,0
-20,10,-21,127,1
-20,10,-18,241,1
-20,10,-15,520,5
-20,10,-12,317,3
-20,10,-9,477,1
-20,10,-6,231,2
-20,10,-3,362,1
-20,10,0,325,2
-20,10,3,17,0
-20,10,6,314,4
-20,10,9,832,10
-20,10,12,65,2
-20,10,15,87,1
-20,10,18,21,0
-20,10,21,326,1
-20,10,24,214,0
-20,10,27,66,1
-20,10,33,278,4
-20,10,36,112,1
-20,20,-36,120,1
-20,20,-33,51,0
-20,20,-30,41,0
-20,20,-27,82,1
-20,20,-24,111,0
-20,20,-21,256,3
-20,20,-15,73,0
-20,20,-12,215,2
-20,20,-9,352,3
-20,20,-6,204,2
-20,20,-3,437,3
-20,20,0,396,5
-20,20,3,228,3
-20,20,6,125,0
-20,20,9,286,3
-20,20,12,204,2
-20,20,15,470,3
-20,20,18,96,0
-20,20,21,302,1
-20,20,24,129,0
-20,20,27,391,4
-20,20,30,150,0
-20,20,33,2,0
-20,30,-33,62,0
-20,30,-30,207,3
-20,30,-27,304,5
-20,30,-24,40,1
-20,30,-21,193,2
-20,30,-18,99,0
-20,30,-15,148,1
-20,30,-12,287,3
-20,30,-9,132,1
-20,30,-6,123,2
-20,30,-3,231,4
-20,30,0,228,2
-20,30,3,176,3
-20,30,6,276,2
-20,30,9,44,1
-20,30,12,52,2
-20,30,15,180,3
-20,30,18,216,1
-20,30,21,149,1
-20,30,24,115,1
-20,30,27,87,1
-20,30,30,279,2
-20,30,33,111,1
-20,30,36,95,1
-20,40,-24,120,0
-20,40,-21,397,6
-20,40,-18,223,1
-20,40,-15,93,0
-20,40,-12,51,1
-20,40,-9,170,0
-20,40,-6,121,1
-20,40,-3,126,3
-20,40,0,100,1
-20,40,3,82,0
-20,40,6,329,2
-20,40,9,79,0
-20,40,12,401,6
-20,40,15,191,0
-20,40,18,115,2
-20,40,21,59,0
-20,40,24,18,0
-20,40,30,115,0
-20,40,33,53,0
-20,50,-15,15,0
-20,50,3,39,0
-20,50,9,174,1
-10,-50,-30,61,0
-10,-50,-6,45,1
-10,-50,0,35,0
-10,-50,3,192,2
-10,-50,6,328,5
-10,-50,9,45,1
-10,-50,12,35,0
-10,-40,-27,90,1
-10,-40,-24,22,0
-10,-40,-21,8,0
-10,-40,-18,129,0
-10,-40,-15,23,0
-10,-40,-12,166,0
-10,-40,-9,80,1
-10,-40,-6,83,0
-10,-40,-3,219,3
-10,-40,0,592,4
-10,-40,3,69,2
-10,-40,6,31,0
-10,-40,9,133,0
-10,-40,12,251,2
-10,-40,15,42,0
-10,-40,21,28,1
-10,-40,27,120,0
-10,-40,33,24,0
-10,-30,-36,68,2
-10,-30,-33,107,2
-10,-30,-24,49,1
-10,-30,-21,211,1
-10,-30,-18,105,1
-10,-30,-12,102,2
-10,-30,-9,128,1
-10,-30,-6,95,1
-10,-30,-3,201,4
-10,-30,0,171,1
-10,-30,3,55,1
-10,-30,6,252,3
-10,-30,9,242,3
-10,-30,12,189,1
-10,-30,15,92,0
-10,-30,18,515,5
-10,-30,21,258,2
-10,-30,24,45,0
-10,-30,27,205,1
-10,-30,30,79,1
-10,-30,33,120,1
-10,-20,-36,165,0
-10,-20,-33,101,2
-10,-20,-27,6,0
-10,-20,-24,80,3
-10,-20,-21,339,3
-10,-20,-18,50,0
-10,-20,-15,106,0
-10,-20,-12,186,1
-10,-20,-9,631,4
-10,-20,-6,456,6
-10,-20,-3,640,8
-10,-20,0,136,1
-10,-20,3,285,1
-10,-20,6,422,5
-10,-20,9,436,3
-10,-20,12,658,8
-10,-20,15,771,7
-10,-20,18,591,3
-10,-20,21,222,1
-10,-20,24,79,1
-10,-20,27,236,2
-10,-20,30,352,1
-10,-20,33,142,2
-10,-10,-36,80,1
-10,-10,-33,28,0
-10,-10,-30,149,1
-10,-10,-27,85,1
-10,-10,-24,88,1
-10,-10,-21,2,0
-10,-10,-18,335,3
-10,-10,-15,647,2
-10,-10,-12,98,2
-10,-10,-9,159,0
-10,-10,-6,111,0
-10,-10,-3,300,4
-10,-10,0,306,2
-10,-10,3,32,0
-10,-10,6,159,3
-10,-10,9,168,3
-10,-10,12,388,5
-10,-10,15,283,5
-10,-10,18,234,4
-10,-10,21,236,1
-10,-10,24,72,1
-10,-10,27,113,1
-10,-10,30,221,1
-10,0,-36,152,2
-10,0,-33,12,0
-10,0,-30,253,3
-10,0,-27,550,4
-10,0,-24,327,2
-10,0,-21,531,6
-10,0,-18,116,1
-10,0,-15,368,4
-10,0,-12,508,5
-10,0,-9,311,4
-10,0,-6,548,6
-10,0,-3,535,2
-10,0,0,245,1
-10,0,3,288,5
-10,0,6,489,3
-10,0,9,452,1
-10,0,12,618,4
-10,0,15,405,2
-10,0,18,577,4
-10,0,21,147,1
-10,0,24,169,1
-10,0,27,347,3
-10,0,30,274,0
-10,0,33,295,3
-10,0,36,241,3
-10,10,-36,3,1
-10,10,-33,228,3
-10,10,-30,181,3
-10,10,-27,151,0
-10,10,-24,147,3
-10,10,-21,188,2
-10,10,-18,219,4
-10,10,-15,431,3
-10,10,-12,376,5
-10,10,-9,289,2
-10,10,-6,14,0
-10,10,-3,212,3
-10,10,0,172,4
-10,10,3,602,3
-10,10,6,397,2
-10,10,9,231,0
-10,10,12,267,3
-10,10,15,120,0
-10,10,18,42,2
-10,10,21,155,2
-10,10,27,147,0
-10,10,30,103,0
-10,10,33,255,1
-10,10,36,33,0
-10,20,-36,84,1
-10,20,-33,25,0
-10,20,-30,202,2
-10,20,-27,106,1
-10,20,-24,379,3
-10,20,-21,338,4
-10,20,-18,390,2
-10,20,-15,637,4
-10,20,-12,478,4
-10,20,-9,354,2
-10,20,-6,284,1
-10,20,-3,281,3
-10,20,0,361,1
-10,20,3,149,2
-10,20,6,380,2
-10,20,9,349,3
-10,20,12,441,5
-10,20,15,70,0
-10,20,18,13,0
-10,20,21,371,7
-10,20,24,318,4
-10,20,27,37,1
-10,20,30,207,1
-10,20,33,136,1
-10,20,36,92,1
-10,30,-36,167,2
-10,30,-30,9,0
-10,30,-27,97,0
-10,30,-24,144,2
-10,30,-21,200,2
-10,30,-15,89,0
-10,30,-12,106,1
-10,30,-9,362,3
-10,30,-6,160,3
-10,30,-3,281,2
-10,30,0,319,4
-10,30,3,175,1
-10,30,6,132,2
-10,30,9,210,1
-10,30,12,72,0
-10,30,15,42,0
-10,30,18,67,1
-10,30,21,165,0
-10,30,24,239,0
-10,30,30,111,2
-10,30,33,240,2
-10,40,-36,47,2
-10,40,-33,7,0
-10,40,-30,140,0
-10,40,-27,197,3
-10,40,-21,88,0
-10,40,-15,169,1
-10,40,-9,241,2
-10,40,-6,497,4
-10,40,-3,396,2
-10,40,0,47,1
-10,40,3,197,3
-10,40,6,60,0
-10,40,9,103,1
-10,40,12,16,0
-10,40,15,87,1
-10,40,18,231,2
-10,40,21,59,1
-10,40,27,120,0
-10,40,30,7,1
-10,40,33,67,1
-10,50,-27,4,0
-10,50,-18,71,1
-10,50,-15,19,0
-10,50,12,331,3
-10,50,15,119,0
-10,50,18,32,0
-10,50,21,62,0
-10,50,30,16,1
0,-60,-3,55,0
0,-60,0,44,0
0,-50,-18,8,0
0,-50,-15,145,1
0,-50,-12,111,0
0,-50,-6,5,0
0,-50,-3,17,0
0,-50,0,20,0
0,-50,3,2,0
0,-50,6,107,0
0,-50,12,188,4
0,-50,15,44,1
0,-50,18,54,1
0,-40,-30,284,4
0,-40,-27,67,1
0,-40,-24,115,2
0,-40,-21,5,0
0,-40,-18,48,1
0,-40,-15,344,4
0,-40,-12,120,1
0,-40,-9,40,1
0,-40,-6,158,1
0,-40,-3,173,1
0,-40,0,124,1
0,-40,3,82,0
0,-40,6,165,0
0,-40,9,146,0
0,-40,12,277,1
0,-40,15,347,2
0,-40,18,56,1
0,-40,21,118,0
0,-40,24,273,1
0,-40,27,5,0
0,-40,33,157,2
0,-40,36,41,1
0,-30,-36,70,0
0,-30,-33,401,5
0,-30,-30,82,0
0,-30,-24,274,3
0,-30,-21,162,0
0,-30,-18,341,4
0,-30,-15,242,3
0,-30,-12,83,0
0,-30,-9,273,1
0,-30,-6,339,1
0,-30,-3,116,2
0,-30,0,67,0
0,-30,3,125,0
0,-30,6,112,2
0,-30,9,27,1
0,-30,12,306,4
0,-30,15,15,1
0,-30,18,279,3
0,-30,21,179,2
0,-30,24,139,2
0,-30,27,124,2
0,-30,36,82,0
0,-20,-36,322,3
0,-20,-33,165,2
0,-20,-30,17,0
0,-20,-27,95,1
0,-20,-24,66,0
0,-20,-21,631,7
0,-20,-18,392,3
0,-20,-15,868,9
0,-20,-12,228,2
0,-20,-9,412,5
0,-20,-6,343,3
0,-20,-3,675,4
0,-20,0,141,0
0,-20,3,237,1
0,-20,6,460,4
0,-20,9,297,2
0,-20,12,236,4
0,-20,15,90,1
0,-20,18,239,1
0,-20,21,491,3
0,-20,24,268,2
0,-20,27,9,0
0,-20,30,226,2
0,-20,33,326,2
0,-20,36,674,3
0,-10,-36,157,1
0,-10,-33,212,0
0,-10,-30,66,0
0,-10,-27,75,2
0,-10,-24,424,4
0,-10,-21,238,5
0,-10,-18,430,2
0,-10,-15,369,5
0,-10,-12,1008,8
0,-10,-9,346,7
0,-10,-6,626,5
0,-10,-3,460,6
0,-10,0,463,4
0,-10,3,335,2
0,-10,6,220,2
0,-10,9,282,4
0,-10,12,262,2
0,-10,15,334,5
0,-10,18,487,7
0,-10,21,227,3
0,-10,24,373,3
0,-10,27,222,4
0,-10,30,244,2
0,-10,33,162,1
0,-10,36,26,0
0,0,-36,432,3
0,0,-33,616,5
0,0,-30,466,7
0,0,-27,667,7
0,0,-24,275,4
0,0,-21,595,4
0,0,-18,424,1
0,0,-15,361,4
0,0,-12,602,3
0,0,-9,162,1
0,0,-6,543,5
0,0,-3,130,1
0,0,0,394,5
0,0,3,637,7
0,0,6,720,11
0,0,9,420,3
0,0,12,354,3
0,0,15,332,1
0,0,18,95,1
0,0,21,131,3
0,0,24,340,4
0,0,27,189,1
0,0,30,195,1
0,0,33,315,3
0,0,36,509,6
0,10,-36,368,2
0,10,-33,220,0
0,10,-30,219,1
0,10,-27,199,1
0,10,-24,412,3
0,10,-21,416,4
0,10,-18,219,3
0,10,-15,606,10
0,10,-12,539,4
0,10,-9,359,3
0,10,-6,470,4
0,10,-3,655,4
0,10,0,832,5
0,10,3,482,5
0,10,6,89,0
0,10,9,461,4
0,10,12,322,1
0,10,15,354,1
0,10,18,606,6
0,10,21,652,6
0,10,24,431,5
0,10,27,589,4
0,10,30,106,1
0,10,33,226,3
0,10,36,81,1
0,20,-36,290,2
0,20,-33,189,0
0,20,-30,16,1
0,20,-27,75,1
0,20,-24,67,2
0,20,-21,232,3
0,20,-18,493,5
0,20,-15,825,6
0,20,-12,495,5
0,20,-9,224,4
0,20,-6,609,6
0,20,-3,494,7
0,20,0,440,0
0,20,3,224,3
0,20,6,823,6
0,20,9,514,8
0,20,12,168,2
0,20,15,733,7
0,20,18,65,0
0,20,21,417,7
0,20,24,670,6
0,20,27,355,3
0,20,30,478,4
0,20,33,208,3
0,20,36,216,0
0,30,-36,25,0
0,30,-33,457,4
0,30,-30,144,0
0,30,-27,219,0
0,30,-24,308,2
0,30,-12,94,1
0,30,-9,162,1
0,30,-6,96,1
0,30,-3,290,3
0,30,0,243,2
0,30,3,240,2
0,30,6,382,6
0,30,9,236,1
0,30,12,95,1
0,30,15,77,1
0,30,18,62,0
0,30,21,178,2
0,30,24,86,2
0,30,27,200,2
0,30,30,89,0
0,30,36,20,1
0,40,-30,37,0
0,40,-21,377,3
0,40,-18,155,1
0,40,-15,146,0
0,40,-12,334,5
0,40,-9,203,1
0,40,-6,241,2
0,40,0,87,2
0,40,3,379,6
0,40,6,353,5
0,40,9,171,2
0,40,12,213,1
0,40,15,102,2
0,40,18,214,4
0,40,21,99,0
0,40,30,25,0
0,40,33,37,1
0,50,-36,28,0
0,50,-6,37,0
0,50,0,75,1
0,50,3,284,2
0,50,6,273,1
0,50,9,33,0
0,50,15,101,1
0,50,18,73,1
0,50,30,60,0
0,70,-27,120,0
0,70,9,66,0
10,-60,-6,4,0
10,-50,-15,30,0
10,-50,-12,39,0
10,-50,-6,280,0
10,-50,-3,147,2
10,-50,0,99,1
10,-50,12,58,0
10,-50,18,76,0
10,-50,21,77,0
10,-50,24,10,0
10,-50,27,87,2
10,-50,30,38,0
10,-40,-33,58,0
10,-40,-30,146,1
10,-40,-27,64,0
10,-40,-21,30,0
10,-40,-18,339,2
10,-40,-15,142,2
10,-40,-12,97,1
10,-40,-9,47,0
10,-40,-6,64,2
10,-40,-3,86,1
10,-40,0,82,1
10,-40,3,5,0
10,-40,6,295,3
10,-40,9,350,3
10,-40,12,72,0
10,-40,15,24,0
10,-40,18,8,0
10,-40,21,106,2
10,-40,24,71,1
10,-30,-36,24,0
10,-30,-33,10,2
10,-30,-30,369,1
10,-30,-27,93,1
10,-30,-24,356,3
10,-30,-18,13,1
10,-30,-15,278,3
10,-30,-12,214,5
10,-30,-9,91,2
10,-30,-6,165,1
10,-30,-3,77,0
10,-30,0,289,3
10,-30,3,89,0
10,-30,6,106,2
10,-30,9,148,3
10,-30,12,55,0
10,-30,15,99,1
10,-30,18,243,3
10,-30,21,286,2
10,-30,24,39,0
10,-30,27,84,1
10,-30,30,36,0
10,-20,-36,159,1
10,-20,-33,221,3
10,-20,-30,89,2
10,-20,-27,61,0
10,-20,-24,242,0
10,-20,-21,62,1
10,-20,-18,84,0
10,-20,-15,344,2
10,-20,-12,107,1
10,-20,-9,9,0
10,-20,-6,216,1
10,-20,-3,365,2
10,-20,0,382,3
10,-20,3,565,6
10,-20,6,624,5
10,-20,9,283,1
10,-20,12,143,1
10,-20,15,695,8
10,-20,18,474,5
10,-20,21,161,1
10,-20,24,152,2
10,-20,27,262,1
10,-20,30,263,2
10,-20,33,455,4
10,-20,36,173,1
10,-10,-36,144,0
10,-10,-33,85,0
10,-10,-30,51,2
10,-10,-27,37,1
10,-10,-24,134,3
10,-10,-21,213,0
10,-10,-18,54,1
10,-10,-15,569,6
10,-10,-12,638,6
10,-10,-9,103,0
10,-10,-6,174,2
10,-10,-3,273,4
10,-10,0,139,1
10,-10,3,5,0
10,-10,6,757,5
10,-10,9,110,1
10,-10,12,477,8
10,-10,15,156,2
10,-10,18,69,0
10,-10,21,377,3
10,-10,24,69,1
10,-10,27,128,2
10,-10,30,222,2
10,-10,33,18,0
10,-10,36,118,1
10,0,-36,145,2
10,0,-33,349,4
10,0,-30,362,2
10,0,-27,425,3
10,0,-24,112,1
10,0,-21,267,4
10,0,-18,479,4
10,0,-15,435,5
10,0,-12,819,3
10,0,-9,658,6
10,0,-6,115,3
10,0,-3,444,2
10,0,0,382,4
10,0,3,226,1
10,0,6,477,4
10,0,9,558,5
10,0,12,580,4
10,0,15,470,4
10,0,18,267,4
10,0,21,486,6
10,0,24,301,2
10,0,27,233,3
10,0,30,260,0
10,0,33,49,0
10,0,36,133,2
10,10,-36,265,1
10,10,-33,256,3
10,10,-30,129,1
10,10,-27,114,1
10,10,-24,314,1
10,10,-21,179,3
10,10,-18,96,3
10,10,-15,231,1
10,10,-12,142,2
10,10,-9,454,2
10,10,-6,269,3
10,10,-3,496,5
10,10,0,288,4
10,10,3,201,2
10,10,6,409,7
10,10,9,224,0
10,10,12,369,6
10,10,15,538,6
10,10,18,302,3
10,10,21,20,0
10,10,24,45,1
10,10,27,399,2
10,10,33,78,0
10,10,36,7,1
10,20,-36,170,3
10,20,-33,206,2
10,20,-30,232,4
10,20,-27,99,1
10,20,-24,177,1
10,20,-21,361,4
10,20,-18,236,3
10,20,-15,110,1
10,20,-12,424,3
10,20,-9,754,7
10,20,-6,960,11
10,20,-3,481,3
10,20,0,239,3
10,20,3,468,7
10,20,6,178,3
10,20,9,441,2
10,20,12,262,6
10,20,15,459,5
10,20,18,147,1
10,20,21,95,2
10,20,24,238,2
10,20,27,143,1
10,20,30,157,1
10,20,33,21,1
10,20,36,68,1
10,30,-36,156,1
10,30,-33,78,1
10,30,-27,155,1
10,30,-24,20,1
10,30,-21,148,1
10,30,-18,272,2
10,30,-12,89,2
10,30,-9,265,4
10,30,-6,159,3
10,30,-3,317,2
10,30,0,256,5
10,30,3,103,1
10,30,6,101,2
10,30,9,54,2
10,30,12,42,0
10,30,15,47,1
10,30,18,243,1
10,30,21,2,0
10,30,24,413,1
10,30,27,19,0
10,30,30,120,1
10,40,-30,53,0
10,40,-18,187,1
10,40,-15,220,1
10,40,-12,62,2
10,40,-9,90,2
10,40,-3,305,2
10,40,0,316,4
10,40,3,301,3
10,40,6,50,1
10,40,9,135,1
10,40,12,84,2
10,40,15,50,0
10,40,18,65,3
10,40,21,351,2
10,40,24,165,0
10,40,27,33,1
10,40,36,108,1
10,50,-9,74,1
10,50,-6,1,0
10,50,0,135,1
10,50,6,28,0
10,50,15,4,0
