x,y,z,ctl,deaths
-40,0,-21,108,1
-40,0,-18,178,2
-40,0,-15,176,1
-40,0,-12,276,4
-40,0,-9,377,2
-40,0,-6,385,3
-40,0,-3,216,1
-40,0,0,196,3
-40,0,3,233,4
-40,0,6,304,0
-40,0,9,255,4
-40,0,12,368,3
-40,0,15,467,4
-40,0,18,217,3
-40,0,21,50,1
-40,0,24,379,2
-40,0,27,180,1
-40,0,30,161,0
-40,0,33,86,1
-40,0,36,184,2
-40,10,-33,281,5
-40,10,-30,101,2
-40,10,-24,302,2
-40,10,-21,114,1
-40,10,-18,83,0
-40,10,-15,118,1
-40,10,-12,141,1
-40,10,-9,48,0
-40,10,-6,125,1
-40,10,-3,200,2
-40,10,0,73,0
-40,10,3,206,3
-40,10,6,161,2
-40,10,9,255,2
-40,10,12,132,2
-40,10,15,142,2
-40,10,18,493,3
-40,10,21,100,1
-40,10,24,246,3
-40,20,-33,68,1
-40,20,-27,150,1
-40,20,-24,18,0
-40,20,-21,366,4
-40,20,-18,162,2
-40,20,-15,65,2
-40,20,-12,31,0
-40,20,-9,111,1
-40,20,-6,41,0
-40,20,-3,315,3
-40,20,0,233,3
-40,20,3,111,0
-40,20,9,118,0
-40,20,12,59,0
-40,20,15,447,5
-40,20,18,97,0
-40,20,21,307,2
-40,20,30,136,1
-40,20,33,202,1
-40,20,36,172,1
-40,30,-36,15,1
-40,30,-30,47,1
-40,30,-27,8,0
-40,30,-24,108,1
-40,30,-21,310,5
-40,30,-18,18,0
-40,30,-15,163,3
-40,30,-12,71,1
-40,30,-9,117,2
-40,30,-6,69,1
-40,30,-3,13,1
-40,30,0,147,2
-40,30,3,114,0
-40,30,12,90,1
-40,30,15,233,0
-40,30,21,71,1
-40,30,30,128,1
-40,40,-27,34,0
-40,40,-24,120,1
-40,40,-21,11,0
-40,40,-15,75,2
-40,40,-9,49,0
-40,40,0,167,0
-40,40,3,132,2
-40,40,6,116,1
-40,40,9,74,1
-40,40,12,76,2
-40,40,15,94,0
-40,40,18,53,1
-40,40,24,79,1
-40,50,-3,36,0
-40,50,0,44,0
-40,50,6,120,1
-40,60,3,273,1
-40,60,6,72,1
-40,70,6,57,0
-30,-60,-24,110,0
-30,-60,-6,32,0
-30,-60,-3,184,1
-30,-50,-36,4,0
-30,-50,-33,120,0
-30,-50,-30,96,1
-30,-50,-15,109,1
-30,-50,-9,51,1
-30,-50,-6,49,1
-30,-50,-3,145,1
-30,-50,3,64,0
-30,-50,33,11,0
-30,-40,-30,103,0
-30,-40,-27,250,2
-30,-40,-24,108,1
-30,-40,-21,84,1
-30,-40,-18,74,1
-30,-40,-12,322,3
-30,-40,-9,180,0
-30,-40,-6,39,1
-30,-40,-3,70,1
-30,-40,0,47,1
-30,-40,6,156,1
-30,-40,9,114,0
-30,-40,12,74,1
-30,-40,18,274,5
-30,-40,21,165,5
-30,-40,33,355,4
-30,-30,-27,155,3
-30,-30,-24,129,2
-30,-30,-21,135,1
-30,-30,-18,262,1
-30,-30,-15,75,1
-30,-30,-12,131,1
-30,-30,-9,199,3
-30,-30,-6,56,1
-30,-30,-3,164,2
-30,-30,0,74,1
-30,-30,3,79,2
-30,-30,6,210,1
-30,-30,9,65,1
-30,-30,12,59,1
-30,-30,15,24,1
-30,-30,21,317,4
-30,-30,24,17,2
-30,-30,27,132,1
-30,-30,30,3,1
-30,-30,33,82,1
-30,-30,36,3,0
-30,-20,-36,90,1
-30,-20,-33,62,1
-30,-20,-30,65,0
-30,-20,-27,72,0
-30,-20,-24,180,2
-30,-20,-21,235,2
-30,-20,-18,96,1
-30,-20,-15,120,0
-30,-20,-12,127,0
-30,-20,-9,271,4
-30,-20,-6,120,1
-30,-20,-3,469,7
-30,-20,0,710,6
-30,-20,3,385,5
-30,-20,6,294,3
-30,-20,9,166,1
-30,-20,12,714,5
-30,-20,15,267,1
-30,-20,18,115,0
-30,-20,21,94,1
-30,-20,24,357,2
-30,-20,30,76,0
-30,-20,36,23,0
-30,-10,-36,115,1
-30,-10,-33,97,2
-30,-10,-30,366,4
-30,-10,-27,51,1
-30,-10,-24,56,1
-30,-10,-21,468,9
-30,-10,-18,176,1
-30,-10,-15,189,2
-30,-10,-12,366,3
-30,-10,-9,421,7
-30,-10,-6,174,2
-30,-10,-3,336,2
-30,-10,0,307,6
-30,-10,3,467,5
-30,-10,6,356,2
-30,-10,9,551,6
-30,-10,12,303,2
-30,-10,15,161,4
-30,-10,18,182,2
-30,-10,21,589,2
-30,-10,24,114,2
-30,-10,27,117,0
-30,-10,36,67,0
-30,0,-33,25,1
-30,0,-30,69,0
-30,0,-27,149,4
-30,0,-24,287,1
-30,0,-21,62,2
-30,0,-18,13,2
-30,0,-15,487,5
-30,0,-12,124,2
-30,0,-9,475,4
-30,0,-6,505,6
-30,0,-3,403,4
-30,0,0,421,3
-30,0,3,683,5
-30,0,6,336,3
-30,0,9,430,2
-30,0,12,197,2
-30,0,15,558,5
-30,0,18,550,9
-30,0,21,137,1
-30,0,24,207,3
-30,0,27,66,1
-30,0,30,197,0
-30,0,33,60,0
-30,0,36,37,1
-30,10,-36,125,2
-30,10,-33,33,1
-30,10,-30,251,4
-30,10,-27,32,1
-30,10,-24,134,1
-30,10,-21,106,1
-30,10,-18,72,1
-30,10,-15,218,1
-30,10,-9,202,2
-30,10,-6,479,2
-30,10,-3,654,5
-30,10,0,470,5
-30,10,3,474,4
-30,10,6,117,1
-30,10,9,133,1
-30,10,12,196,0
-30,10,15,369,3
-30,10,18,99,2
-30,10,21,166,2
-30,10,24,173,2
-30,10,27,96,2
-30,10,33,50,0
-30,20,-36,158,1
-30,20,-33,62,1
-30,20,-27,109,1
-30,20,-24,67,1
-30,20,-21,23,1
-30,20,-18,130,1
-30,20,-15,139,1
-30,20,-12,39,0
-30,20,-9,255,0
-30,20,-6,112,1
-30,20,-3,443,4
-30,20,0,242,2
-30,20,3,123,2
-30,20,6,82,0
-30,20,9,164,0
-30,20,12,134,0
-30,20,15,434,2
-30,20,18,238,3
-30,20,21,63,1
-30,20,24,190,2
-30,20,27,55,1
-30,20,30,97,2
-30,20,33,95,1
-30,30,-36,75,1
-30,30,-33,87,1
-30,30,-24,110,3
-30,30,-21,118,2
-30,30,-18,249,3
-30,30,-15,22,0
-30,30,-12,73,0
-30,30,-9,483,4
-30,30,-6,225,1
-30,30,-3,60,1
-30,30,0,43,0
-30,30,3,65,0
-30,30,6,93,1
-30,30,9,141,1
-30,30,12,129,1
-30,30,15,165,1
-30,30,18,120,0
-30,30,21,25,0
-30,30,24,238,2
-30,30,27,44,0
-30,30,30,8,0
-30,40,-27,52,0
-30,40,-21,17,0
-30,40,-18,196,2
-30,40,-9,120,1
-30,40,-6,67,1
-30,40,-3,164,1
-30,40,0,251,3
-30,40,9,110,0
-30,40,12,130,0
-30,40,15,126,0
-30,40,18,155,2
-30,40,24,137,1
-30,40,27,68,1
-30,40,30,97,0
-30,40,33,242,2
-30,50,-12,232,0
-30,50,-3,54,1
-30,50,0,140,1
-30,50,3,115,3
-30,50,6,25,0
-30,50,12,30,0
-30,50,18,66,1
-30,50,21,8,0
-30,60,3,8,1
-20,-60,-21,163,0
-20,-60,0,41,0
-20,-60,9,52,1
-20,-60,21,194,1
-20,-50,-33,65,2
-20,-50,-30,81,0
-20,-50,-27,35,0
-20,-50,-24,7,0
-20,-50,-21,56,0
-20,-50,-15,71,0
-20,-50,-12,112,1
-20,-50,-9,24,1
-20,-50,-6,30,1
-20,-50,-3,244,4
-20,-50,0,103,2
-20,-50,3,146,2
-20,-50,18,30,0
-20,-50,21,93,1
-20,-40,-30,85,1
-20,-40,-24,251,3
-20,-40,-21,142,1
-20,-40,-18,298,3
-20,-40,-15,184,2
-20,-40,-12,340,2
-20,-40,-9,401,4
-20,-40,-6,408,4
-20,-40,-3,590,4
-20,-40,0,53,3
-20,-40,6,202,1
-20,-40,9,115,0
-20,-40,12,36,0
-20,-40,15,11,0
-20,-40,18,259,0
-20,-40,21,26,1
-20,-40,27,40,0
-20,-40,30,252,1
-20,-40,33,77,1
-20,-30,-33,106,2
-20,-30,-27,57,0
-20,-30,-24,219,2
-20,-30,-21,162,1
-20,-30,-18,110,3
-20,-30,-15,33,0
-20,-30,-12,258,4
-20,-30,-9,298,1
-20,-30,-6,226,3
-20,-30,-3,8,0
-20,-30,0,262,4
-20,-30,3,288,4
-20,-30,6,228,3
-20,-30,9,372,3
-20,-30,12,539,2
-20,-30,15,249,3
-20,-30,18,482,3
-20,-30,21,155,2
-20,-30,24,189,2
-20,-30,27,176,1
-20,-30,30,40,0
-20,-30,33,115,0
-20,-30,36,278,2
-20,-20,-36,124,1
-20,-20,-33,46,0
-20,-20,-30,68,1
-20,-20,-27,49,0
-20,-20,-24,25,0
-20,-20,-21,653,5
-20,-20,-18,254,2
-20,-20,-15,442,3
-20,-20,-12,361,4
-20,-20,-9,489,4
-20,-20,-6,528,5
-20,-20,-3,324,2
-20,-20,0,601,2
-20,-20,3,220,1
-20,-20,6,451,4
-20,-20,9,529,3
-20,-20,12,393,6
-20,-20,15,446,2
-20,-20,18,632,7
-20,-20,21,273,3
-20,-20,24,348,4
-20,-20,27,353,3
-20,-20,30,458,5
-20,-20,33,72,2
-20,-20,36,39,0
-20,-10,-36,23,0
-20,-10,-33,147,2
-20,-10,-30,154,0
-20,-10,-27,212,2
-20,-10,-24,312,2
-20,-10,-21,275,3
-20,-10,-18,286,3
-20,-10,-15,588,6
-20,-10,-12,331,0
-20,-10,-9,371,5
-20,-10,-6,1141,12
-20,-10,-3,940,7
-20,-10,0,345,4
-20,-10,3,369,5
-20,-10,6,470,3
-20,-10,9,509,4
-20,-10,12,184,2
-20,-10,15,702,4
-20,-10,18,458,5
-20,-10,21,93,2
-20,-10,24,17,0
-20,-10,27,154,0
-20,-10,30,607,4
-20,-10,33,175,1
-20,-10,36,90,1
-20,0,-36,538,4
-20,0,-33,367,3
-20,0,-30,153,1
-20,0,-27,318,6
-20,0,-24,532,6
-20,0,-21,446,3
-20,0,-18,797,7
-20,0,-15,711,6
-20,0,-12,377,4
-20,0,-9,939,8
-20,0,-6,565,6
-20,0,-3,873,16
-20,0,0,453,3
-20,0,3,835,6
-20,0,6,697,6
-20,0,9,619,7
-20,0,12,259,5
-20,0,15,388,4
-20,0,18,662,6
-20,0,21,239,2
-20,0,24,546,4
-20,0,27,237,2
-20,0,30,125,3
-20,0,33,136,1
-20,0,36,53,1
-20,10,-36,152,1
-20,10,-33,195,2
-20,10,-30,375,2
-20,10,-27,143,1
-20,10,-24,612,8
-20,10,-21,324,2
-20,10,-18,202,1
-20,10,-15,304,4
-20,10,-12,783,8
-20,10,-9,235,6
-20,10,-6,373,5
-20,10,-3,550,5
-20,10,0,424,6
-20,10,3,454,3
-20,10,6,365,4
-20,10,9,656,6
-20,10,12,975,9
-20,10,15,372,4
-20,10,18,370,3
-20,10,21,137,0
-20,10,24,21,1
-20,10,27,236,0
-20,10,30,446,5
-20,10,33,343,3
-20,10,36,226,2
-20,20,-36,46,0
-20,20,-33,173,1
-20,20,-30,108,2
-20,20,-27,25,0
-20,20,-24,266,3
-20,20,-21,257,3
-20,20,-18,296,4
-20,20,-15,610,10
-20,20,-12,566,2
-20,20,-9,590,8
-20,20,-6,277,2
-20,20,-3,481,3
-20,20,0,660,5
-20,20,3,681,5
-20,20,6,839,7
-20,20,9,192,5
-20,20,12,657,10
-20,20,15,202,5
-20,20,18,351,2
-20,20,21,514,7
-20,20,24,118,0
-20,20,27,51,1
-20,20,30,375,1
-20,20,33,186,3
-20,20,36,348,4
-20,30,-36,28,0
-20,30,-33,48,2
-20,30,-30,162,2
-20,30,-27,109,0
-20,30,-24,95,2
-20,30,-21,91,2
-20,30,-18,117,0
-20,30,-15,180,1
-20,30,-12,510,2
-20,30,-9,656,7
-20,30,-6,269,3
-20,30,-3,208,2
-20,30,0,298,1
-20,30,3,92,2
-20,30,6,105,1
-20,30,9,156,2
-20,30,12,320,4
-20,30,15,272,1
-20,30,21,118,0
-20,30,24,166,2
-20,30,27,185,1
-20,30,30,41,1
-20,40,-36,78,1
-20,40,-30,17,0
-20,40,-27,44,1
-20,40,-24,203,0
-20,40,-21,143,1
-20,40,-18,169,1
-20,40,-12,32,1
-20,40,-9,149,1
-20,40,-6,241,0
-20,40,-3,50,0
-20,40,0,161,1
-20,40,3,279,1
-20,40,6,120,1
-20,40,9,98,1
-20,40,12,146,1
-20,40,15,166,1
-20,40,18,627,5
-20,40,21,411,3
-20,40,24,199,4
-20,40,27,70,1
-20,40,33,117,1
-20,50,-15,75,0
-20,50,-12,41,1
-20,50,-6,182,2
-20,50,-3,42,0
-20,50,0,72,1
-20,50,6,86,0
-20,50,9,232,1
-20,50,12,64,0
-20,50,15,79,1
-20,50,24,106,2
-20,60,-12,158,2
-20,60,-9,51,0
-20,60,-6,19,0
-20,60,-3,130,2
-20,60,0,66,0
-20,60,3,53,1
-20,60,12,155,0
-20,60,15,71,1
-10,-60,-24,67,1
-10,-60,-15,191,1
-10,-60,-12,34,0
-10,-60,-6,115,0
-10,-60,27,107,0
-10,-60,30,52,0
-10,-50,-27,11,0
-10,-50,-24,229,5
-10,-50,-15,2,1
-10,-50,-3,45,1
-10,-50,0,55,1
-10,-50,3,18,0
-10,-50,6,6,1
-10,-50,9,220,5
-10,-50,12,98,1
-10,-50,15,54,1
-10,-50,18,87,0
-10,-50,21,33,0
-10,-50,24,128,0
-10,-50,30,86,0
-10,-50,33,61,0
-10,-40,-33,66,1
-10,-40,-30,142,0
-10,-40,-27,120,1
-10,-40,-24,175,1
-10,-40,-21,120,1
-10,-40,-18,141,0
-10,-40,-15,231,3
-10,-40,-12,77,1
-10,-40,-9,384,4
-10,-40,-6,98,1
-10,-40,-3,146,0
-10,-40,0,155,3
-10,-40,3,250,2
-10,-40,6,23,1
-10,-40,9,180,3
-10,-40,12,213,1
-10,-40,15,175,2
-10,-40,18,158,5
-10,-40,21,326,2
-10,-40,24,43,0
-10,-40,27,197,3
-10,-40,30,171,2
-10,-40,33,243,1
-10,-40,36,54,0
-10,-30,-36,97,1
-10,-30,-24,56,1
-10,-30,-21,311,1
-10,-30,-18,273,3
-10,-30,-15,282,2
-10,-30,-12,349,7
-10,-30,-9,306,3
-10,-30,-6,382,5
-10,-30,-3,469,6
-10,-30,0,384,5
-10,-30,3,446,3
-10,-30,6,611,6
-10,-30,9,352,2
-10,-30,12,54,0
-10,-30,15,214,0
-10,-30,18,147,1
-10,-30,21,89,1
-10,-30,24,330,2
-10,-30,27,216,2
-10,-30,30,146,2
-10,-30,33,78,1
-10,-30,36,267,5
-10,-20,-36,39,1
-10,-20,-33,137,2
-10,-20,-30,203,0
-10,-20,-27,137,1
-10,-20,-24,437,4
-10,-20,-21,81,1
-10,-20,-18,360,3
-10,-20,-15,747,10
-10,-20,-12,541,5
-10,-20,-9,923,9
-10,-20,-6,610,1
-10,-20,-3,178,2
-10,-20,0,485,8
-10,-20,3,617,4
-10,-20,6,421,3
-10,-20,9,600,5
-10,-20,12,740,6
-10,-20,15,316,8
-10,-20,18,430,9
-10,-20,21,367,1
-10,-20,24,321,2
-10,-20,27,589,6
-10,-20,30,173,2
-10,-20,33,32,0
-10,-20,36,376,3
-10,-10,-36,176,1
-10,-10,-33,221,1
-10,-10,-30,391,3
-10,-10,-27,296,2
-10,-10,-24,556,8
-10,-10,-21,683,10
-10,-10,-18,489,9
-10,-10,-15,540,4
-10,-10,-12,702,2
-10,-10,-9,212,2
-10,-10,-6,381,5
-10,-10,-3,630,4
-10,-10,0,380,3
-10,-10,3,400,6
-10,-10,6,480,7
-10,-10,9,482,6
-10,-10,12,530,4
-10,-10,15,339,3
-10,-10,18,265,5
-10,-10,21,475,6
-10,-10,24,611,7
-10,-10,27,311,2
-10,-10,30,384,4
-10,-10,33,304,2
-10,-10,36,135,2
-10,0,-36,222,1
-10,0,-33,374,4
-10,0,-30,242,2
-10,0,-27,593,7
-10,0,-24,601,7
-10,0,-21,349,4
-10,0,-18,275,3
-10,0,-15,504,6
-10,0,-12,610,4
-10,0,-9,634,3
-10,0,-6,677,5
-10,0,-3,442,7
-10,0,0,669,4
-10,0,3,542,5
-10,0,6,773,8
-10,0,9,387,0
-10,0,12,742,2
-10,0,15,444,5
-10,0,18,636,5
-10,0,21,579,6
-10,0,24,447,4
-10,0,27,161,0
-10,0,30,5,0
-10,0,33,205,0
-10,0,36,528,6
-10,10,-36,177,2
-10,10,-33,160,2
-10,10,-30,381,3
-10,10,-27,36,0
-10,10,-24,544,3
-10,10,-21,272,3
-10,10,-18,206,2
-10,10,-15,284,2
-10,10,-12,275,2
-10,10,-9,488,4
-10,10,-6,703,5
-10,10,-3,695,7
-10,10,0,125,1
-10,10,3,445,3
-10,10,6,350,3
-10,10,9,341,4
-10,10,12,388,3
-10,10,15,439,4
-10,10,18,351,3
-10,10,21,607,5
-10,10,24,268,4
-10,10,27,298,2
-10,10,30,233,3
-10,10,33,133,1
-10,10,36,160,2
-10,20,-36,116,1
-10,20,-33,135,0
-10,20,-30,5,1
-10,20,-27,53,1
-10,20,-24,272,3
-10,20,-21,127,1
-10,20,-18,247,3
-10,20,-15,123,0
-10,20,-12,336,5
-10,20,-9,569,3
-10,20,-6,195,2
-10,20,-3,291,3
-10,20,0,491,9
-10,20,3,545,6
-10,20,6,640,6
-10,20,9,347,3
-10,20,12,451,3
-10,20,15,363,3
-10,20,18,250,3
-10,20,21,352,4
-10,20,24,517,5
-10,20,27,301,2
-10,20,30,505,4
-10,20,36,69,1
-10,30,-36,160,1
-10,30,-33,123,2
-10,30,-30,155,1
-10,30,-27,270,3
-10,30,-24,60,1
-10,30,-21,9,0
-10,30,-18,144,2
-10,30,-15,57,1
-10,30,-12,69,1
-10,30,-9,163,3
-10,30,-6,91,3
-10,30,-3,197,1
-10,30,0,182,3
-10,30,3,125,3
-10,30,6,445,5
-10,30,9,124,1
-10,30,12,558,5
-10,30,15,225,2
-10,30,18,164,2
-10,30,21,302,3
-10,30,24,219,0
-10,30,27,6,1
-10,30,30,40,1
-10,30,33,90,2
-10,40,-27,365,5
-10,40,-24,56,1
-10,40,-18,46,1
-10,40,-15,226,4
-10,40,-12,343,3
-10,40,-9,57,1
-10,40,-6,359,3
-10,40,-3,204,2
-10,40,0,214,1
-10,40,3,128,1
-10,40,6,243,3
-10,40,9,54,1
-10,40,12,147,1
-10,40,15,286,1
-10,40,18,4,0
-10,40,21,27,1
-10,40,24,53,0
-10,40,27,142,0
-10,40,30,40,1
-10,40,33,108,0
-10,50,-18,131,2
-10,50,-15,109,1
-10,50,-12,35,0
-10,50,-9,33,0
-10,50,0,147,1
-10,50,3,258,2
-10,50,6,119,2
-10,50,9,56,0
-10,50,15,159,0
-10,50,18,24,1
-10,50,21,68,1
-10,60,-15,62,0
-10,60,-12,121,1
-10,60,-9,11,0
-10,60,0,85,1
-10,60,21,17,0
-10,60,24,35,0
-10,60,27,51,0
-10,60,30,74,1
-10,70,0,1,0
-10,70,3,156,3
0,-60,-21,85,0
0,-60,-12,79,0
0,-60,-9,140,2
0,-60,-6,3,0
0,-60,3,94,1
0,-60,9,32,0
0,-60,12,96,2
0,-60,36,128,1
0,-50,-24,19,0
0,-50,-21,93,0
0,-50,-18,104,1
0,-50,-12,106,1
0,-50,-9,73,2
0,-50,-6,35,0
0,-50,-3,91,0
0,-50,0,16,0
0,-50,3,353,4
0,-50,6,218,1
0,-50,9,199,1
0,-50,12,333,2
0,-50,15,106,0
0,-50,24,12,0
0,-40,-33,41,0
0,-40,-30,47,0
0,-40,-24,240,0
0,-40,-21,423,5
0,-40,-18,191,2
0,-40,-15,24,0
0,-40,-12,371,1
0,-40,-9,441,3
0,-40,-6,418,3
0,-40,-3,215,5
0,-40,0,610,4
0,-40,3,289,4
0,-40,6,212,3
0,-40,9,244,1
0,-40,12,230,3
0,-40,15,271,2
0,-40,18,373,4
0,-40,21,243,4
0,-40,24,217,2
0,-40,27,158,0
0,-40,30,45,0
0,-40,33,22,0
0,-40,36,171,1
0,-30,-36,93,1
0,-30,-33,49,0
0,-30,-30,54,2
0,-30,-27,130,1
0,-30,-24,520,3
0,-30,-21,509,6
0,-30,-18,237,3
0,-30,-15,55,0
0,-30,-12,223,3
0,-30,-9,440,6
0,-30,-6,90,3
0,-30,-3,646,4
0,-30,0,436,6
0,-30,3,405,4
0,-30,6,311,1
0,-30,9,29,1
0,-30,12,125,1
0,-30,15,292,2
0,-30,18,236,3
0,-30,21,326,0
0,-30,24,491,7
0,-30,27,212,2
0,-30,30,304,2
0,-30,33,270,4
0,-30,36,190,1
0,-20,-36,184,2
0,-20,-33,538,5
0,-20,-30,535,4
0,-20,-27,104,1
0,-20,-24,416,4
0,-20,-21,545,8
0,-20,-18,665,8
0,-20,-15,578,4
0,-20,-12,994,11
0,-20,-9,69,1
0,-20,-6,424,6
0,-20,-3,903,10
0,-20,0,1075,11
0,-20,3,598,4
0,-20,6,508,5
0,-20,9,630,4
0,-20,12,1134,6
0,-20,15,463,4
0,-20,18,1337,18
0,-20,21,828,8
0,-20,24,397,1
0,-20,27,506,4
0,-20,30,306,4
0,-20,33,350,3
0,-20,36,164,2
0,-10,-33,41,1
0,-10,-30,297,2
0,-10,-27,23,0
0,-10,-24,205,3
0,-10,-21,615,6
0,-10,-18,700,3
0,-10,-15,286,3
0,-10,-12,168,1
0,-10,-9,610,4
0,-10,-6,645,4
0,-10,-3,329,6
0,-10,0,744,8
0,-10,3,683,3
0,-10,6,690,5
0,-10,9,789,8
0,-10,12,443,5
0,-10,15,184,1
0,-10,18,732,5
0,-10,21,673,8
0,-10,24,339,1
0,-10,27,101,0
0,-10,30,163,1
0,-10,33,639,3
0,-10,36,252,3
0,0,-36,109,1
0,0,-33,1016,10
0,0,-30,861,12
0,0,-27,574,7
0,0,-24,582,4
0,0,-21,301,2
0,0,-18,633,5
0,0,-15,828,5
0,0,-12,794,8
0,0,-9,552,4
0,0,-6,348,7
0,0,-3,766,5
0,0,0,1207,10
0,0,3,656,7
0,0,6,244,1
0,0,9,410,5
0,0,12,416,5
0,0,15,936,5
0,0,18,569,7
0,0,21,732,7
0,0,24,860,8
0,0,27,877,13
0,0,30,1045,7
0,0,33,557,5
0,0,36,435,3
0,10,-36,123,0
0,10,-33,198,4
0,10,-30,562,6
0,10,-27,513,4
0,10,-24,1098,16
0,10,-21,404,5
0,10,-18,329,2
0,10,-15,647,8
0,10,-12,578,7
0,10,-9,848,8
0,10,-6,556,7
0,10,-3,986,7
0,10,0,979,8
0,10,3,384,3
0,10,6,633,8
0,10,9,425,4
0,10,12,518,4
0,10,15,351,4
0,10,18,1092,11
0,10,21,583,8
0,10,24,1169,11
0,10,27,649,7
0,10,30,218,1
0,10,33,273,2
0,10,36,13,1
0,20,-36,421,0
0,20,-33,280,5
0,20,-30,408,2
0,20,-27,518,3
0,20,-24,376,4
0,20,-21,847,5
0,20,-18,435,3
0,20,-15,256,3
0,20,-12,529,5
0,20,-9,600,6
0,20,-6,307,3
0,20,-3,357,5
0,20,0,907,10
0,20,3,820,8
0,20,6,1066,8
0,20,9,1034,8
0,20,12,602,7
0,20,15,211,2
0,20,18,530,3
0,20,21,244,5
0,20,24,458,5
0,20,27,494,5
0,20,30,371,6
0,20,33,226,2
0,20,36,313,1
0,30,-36,270,3
0,30,-33,339,2
0,30,-30,128,2
0,30,-27,270,3
