x,y,z,ctl,deaths
-10,-10,24,373,5
-10,-10,27,63,3
-10,-10,30,81,2
-10,-10,33,178,1
-10,-10,36,210,1
-10,0,-36,203,3
-10,0,-33,438,3
-10,0,-30,193,8
-10,0,-27,174,4
-10,0,-24,473,6
-10,0,-21,282,5
-10,0,-18,145,2
-10,0,-15,512,2
-10,0,-12,670,7
-10,0,-9,705,3
-10,0,-6,750,15
-10,0,-3,555,4
-10,0,0,413,6
-10,0,3,629,9
-10,0,6,874,10
-10,0,9,637,5
-10,0,12,598,8
-10,0,15,593,6
-10,0,18,281,2
-10,0,21,645,4
-10,0,24,642,5
-10,0,27,755,6
-10,0,30,336,0
-10,0,33,48,1
-10,0,36,90,0
-10,10,-36,13,2
-10,10,-33,131,2
-10,10,-30,155,3
-10,10,-27,136,0
-10,10,-24,373,3
-10,10,-21,344,5
-10,10,-18,507,8
-10,10,-15,305,3
-10,10,-12,808,7
-10,10,-9,446,5
-10,10,-6,203,3
-10,10,-3,615,8
-10,10,0,581,10
-10,10,3,205,4
-10,10,6,1108,14
-10,10,9,386,7
-10,10,12,510,5
-10,10,15,233,3
-10,10,18,625,7
-10,10,21,216,1
-10,10,24,249,5
-10,10,27,107,2
-10,10,30,194,2
-10,10,33,79,1
-10,10,36,16,0
-10,20,-36,106,2
-10,20,-33,191,2
-10,20,-30,388,1
-10,20,-27,99,0
-10,20,-24,728,2
-10,20,-21,276,1
-10,20,-18,324,5
-10,20,-15,373,2
-10,20,-12,508,5
-10,20,-9,568,8
-10,20,-6,606,4
-10,20,-3,577,6
-10,20,0,358,3
-10,20,3,565,3
-10,20,6,511,7
-10,20,9,367,6
-10,20,12,239,2
-10,20,15,442,5
-10,20,18,552,6
-10,20,21,245,0
-10,20,24,108,1
-10,20,27,210,1
-10,20,30,279,3
-10,20,33,93,1
-10,20,36,81,4
-10,30,-36,357,2
-10,30,-33,52,1
-10,30,-30,139,1
-10,30,-27,394,3
-10,30,-24,257,4
-10,30,-21,294,4
-10,30,-18,189,0
-10,30,-15,181,3
-10,30,-12,264,4
-10,30,-9,174,1
-10,30,-6,105,4
-10,30,-3,433,4
-10,30,0,346,6
-10,30,3,244,1
-10,30,6,142,1
-10,30,9,136,3
-10,30,12,191,1
-10,30,15,197,3
-10,30,18,3,1
-10,30,21,118,1
-10,30,24,214,3
-10,30,27,403,3
-10,30,30,80,1
-10,30,33,13,1
-10,30,36,146,0
-10,40,-36,66,2
-10,40,-33,47,0
-10,40,-30,15,1
-10,40,-24,12,1
-10,40,-21,105,1
-10,40,-18,180,1
-10,40,-15,169,3
-10,40,-12,194,3
-10,40,-9,56,1
-10,40,-3,43,0
-10,40,0,474,3
-10,40,3,177,2
-10,40,6,147,2
-10,40,9,166,0
-10,40,12,47,1
-10,40,15,115,3
-10,40,18,66,0
-10,40,24,83,0
-10,40,27,148,2
-10,40,30,118,1
-10,40,33,17,0
-10,40,36,86,0
-10,50,-6,114,1
-10,50,-3,131,2
-10,50,0,89,1
-10,50,3,10,0
-10,50,6,46,1
-10,50,15,38,1
-10,50,18,2,0
-10,50,27,19,0
-10,60,6,82,0
-10,60,9,27,1
-10,60,15,120,0
-10,70,9,94,1
0,-70,-6,22,0
0,-70,-3,1,0
0,-70,21,24,0
0,-60,-24,33,1
0,-60,-21,66,1
0,-60,-18,91,3
0,-60,-15,258,2
0,-60,-12,33,1
0,-60,-9,151,1
0,-60,-6,175,0
0,-60,-3,145,1
0,-60,0,1,1
0,-60,3,47,1
0,-50,-36,282,2
0,-50,-21,86,0
0,-50,-18,46,1
0,-50,-15,146,0
0,-50,-9,35,1
0,-50,-6,45,0
0,-50,-3,8,0
0,-50,0,118,0
0,-50,3,360,4
0,-50,6,149,0
0,-50,18,41,1
0,-50,30,179,1
0,-50,33,28,0
0,-40,-33,21,0
0,-40,-30,119,3
0,-40,-27,196,1
0,-40,-24,65,3
0,-40,-21,60,2
0,-40,-18,173,2
0,-40,-15,86,1
0,-40,-12,392,2
0,-40,-9,199,1
0,-40,-6,167,2
0,-40,-3,134,3
0,-40,0,306,3
0,-40,3,605,1
0,-40,6,6,0
0,-40,9,87,2
0,-40,12,262,1
0,-40,15,240,0
0,-40,18,216,3
0,-40,21,2,0
0,-40,24,300,6
0,-40,27,33,1
0,-40,30,44,2
0,-40,33,52,1
0,-30,-33,20,0
0,-30,-30,123,2
0,-30,-27,129,2
0,-30,-24,51,0
0,-30,-21,108,1
0,-30,-18,281,2
0,-30,-15,641,8
0,-30,-12,426,4
0,-30,-9,334,5
0,-30,-6,268,2
0,-30,-3,207,3
0,-30,0,381,6
0,-30,3,590,7
0,-30,6,422,5
0,-30,9,289,3
0,-30,12,172,1
0,-30,15,60,0
0,-30,18,448,6
0,-30,21,481,7
0,-30,24,119,2
0,-30,27,142,2
0,-30,30,145,5
0,-30,36,71,1
0,-20,-36,240,1
0,-20,-33,187,3
0,-20,-30,104,1
0,-20,-27,162,3
0,-20,-24,152,3
0,-20,-21,369,4
0,-20,-18,464,4
0,-20,-15,663,11
0,-20,-12,722,13
0,-20,-9,321,3
0,-20,-6,386,3
0,-20,-3,797,6
0,-20,0,642,6
0,-20,3,632,5
0,-20,6,737,4
0,-20,9,643,5
0,-20,12,816,10
0,-20,15,419,2
0,-20,18,454,10
0,-20,21,326,6
0,-20,24,170,2
0,-20,27,58,2
0,-20,30,264,2
0,-20,33,174,2
0,-20,36,100,2
0,-10,-33,209,4
0,-10,-30,425,5
0,-10,-27,199,3
0,-10,-24,366,4
0,-10,-21,349,1
0,-10,-18,658,10
0,-10,-15,463,6
0,-10,-12,578,6
0,-10,-9,663,16
0,-10,-6,968,10
0,-10,-3,320,3
0,-10,0,455,4
0,-10,3,566,5
0,-10,6,625,5
0,-10,9,610,3
0,-10,12,239,2
0,-10,15,406,3
0,-10,18,564,6
0,-10,21,573,6
0,-10,24,164,3
0,-10,27,239,4
0,-10,30,451,5
0,-10,33,273,2
0,-10,36,120,2
0,0,-36,260,4
0,0,-33,272,2
0,0,-30,553,4
0,0,-27,863,8
0,0,-24,779,16
0,0,-21,383,4
0,0,-18,554,8
0,0,-15,565,10
0,0,-12,708,11
0,0,-9,471,3
0,0,-6,385,4
0,0,-3,412,5
0,0,0,690,8
0,0,3,1010,6
0,0,6,431,6
0,0,9,529,1
0,0,12,395,5
0,0,15,491,9
0,0,18,809,12
0,0,21,947,5
0,0,24,1143,13
0,0,27,772,9
0,0,30,523,10
0,0,33,297,7
0,0,36,84,2
0,10,-36,164,2
0,10,-33,241,1
0,10,-30,290,4
0,10,-27,457,7
0,10,-24,530,4
0,10,-21,340,2
0,10,-18,415,5
0,10,-15,431,8
0,10,-12,465,5
0,10,-9,539,7
0,10,-6,487,6
0,10,-3,426,3
0,10,0,356,0
0,10,3,174,4
0,10,6,637,12
0,10,9,1119,11
0,10,12,325,6
0,10,15,569,7
0,10,18,675,5
0,10,21,490,8
0,10,24,137,1
0,10,27,267,1
0,10,30,39,1
0,10,33,173,1
0,10,36,34,0
0,20,-36,67,1
0,20,-33,140,1
0,20,-30,191,1
0,20,-27,405,4
0,20,-24,434,7
0,20,-21,506,5
0,20,-18,269,3
0,20,-15,825,10
0,20,-12,190,2
0,20,-9,580,7
0,20,-6,314,4
0,20,-3,600,6
0,20,0,507,2
0,20,3,509,1
0,20,6,1093,6
0,20,9,743,6
0,20,12,445,5
0,20,15,396,1
0,20,18,380,5
0,20,21,154,1
0,20,24,147,2
0,20,27,246,3
0,20,30,212,2
0,20,33,107,0
0,20,36,54,3
0,30,-36,267,2
0,30,-33,138,2
0,30,-27,345,1
0,30,-24,166,2
0,30,-21,141,1
0,30,-18,135,2
0,30,-15,330,5
0,30,-12,132,3
0,30,-9,352,4
0,30,-6,171,3
0,30,-3,263,1
0,30,0,434,6
0,30,3,496,2
0,30,6,414,3
0,30,9,371,6
0,30,12,31,0
0,30,15,287,0
0,30,18,378,5
0,30,21,67,2
0,30,24,173,2
0,30,27,305,0
0,30,30,619,8
0,30,33,144,3
0,30,36,64,0
0,40,-27,154,2
0,40,-24,122,0
0,40,-21,34,1
0,40,-18,266,2
0,40,-12,244,1
0,40,-9,268,4
0,40,-6,102,1
0,40,-3,173,2
0,40,0,513,6
0,40,3,376,2
0,40,6,82,1
0,40,9,374,1
0,40,12,253,4
0,40,15,28,0
0,40,21,208,2
0,40,24,27,0
0,50,-21,116,0
0,50,-18,91,0
0,50,-12,53,1
0,50,-9,150,2
0,50,-6,78,1
0,50,3,11,1
0,50,6,107,0
0,50,9,120,0
0,50,15,33,0
0,50,21,123,0
0,50,24,106,1
0,50,33,64,0
0,50,36,18,0
0,60,-6,50,0
0,60,0,51,0
0,60,3,18,1
0,60,6,8,1
0,60,9,34,1
0,60,15,23,1
0,60,18,136,2
10,-60,-15,101,3
10,-50,-36,7,1
10,-50,-27,46,1
10,-50,-24,18,2
10,-50,-21,131,3
10,-50,-18,109,0
10,-50,-15,166,2
10,-50,-12,9,1
10,-50,-6,29,1
10,-50,3,33,1
10,-50,6,4,0
10,-50,9,42,1
10,-50,15,45,0
10,-50,21,30,1
10,-50,24,9,0
10,-50,27,24,0
10,-50,33,142,1
10,-40,-30,8,0
10,-40,-27,34,1
10,-40,-24,40,1
10,-40,-21,66,3
10,-40,-18,39,1
10,-40,-15,269,2
10,-40,-12,11,0
10,-40,-9,67,2
10,-40,-6,68,1
10,-40,-3,230,0
10,-40,0,203,0
10,-40,3,64,2
10,-40,6,178,2
10,-40,9,429,9
10,-40,12,122,2
10,-40,15,51,2
10,-40,18,80,1
10,-40,21,245,1
10,-40,24,322,1
10,-40,36,89,1
10,-30,-30,34,1
10,-30,-27,131,0
10,-30,-24,44,1
10,-30,-21,227,1
10,-30,-18,382,4
10,-30,-15,241,2
10,-30,-12,113,3
10,-30,-9,241,2
10,-30,-6,43,0
10,-30,-3,207,6
10,-30,0,300,6
10,-30,3,609,6
10,-30,6,169,1
10,-30,9,65,0
10,-30,12,95,0
10,-30,15,129,0
10,-30,18,208,2
10,-30,21,156,1
10,-30,24,143,2
