x,y,z,ctl,deaths
-40,-40,12,134,3
-40,-30,-36,97,0
-40,-30,-21,91,0
-40,-30,-12,191,2
-40,-30,-9,128,2
-40,-30,-3,62,2
-40,-30,0,12,0
-40,-30,3,116,1
-40,-30,6,34,1
-40,-30,9,163,1
-40,-30,12,90,1
-40,-20,-33,90,0
-40,-20,-30,382,5
-40,-20,-24,64,1
-40,-20,-21,120,0
-40,-20,-12,192,3
-40,-20,-9,74,0
-40,-20,-6,67,2
-40,-20,-3,212,3
-40,-20,0,127,1
-40,-20,3,107,3
-40,-20,9,54,1
-40,-20,12,268,2
-40,-20,15,146,2
-40,-20,18,9,0
-40,-20,21,219,2
-40,-20,24,84,1
-40,-20,27,148,2
-40,-20,33,27,0
-40,-20,36,11,0
-40,-10,-33,48,0
-40,-10,-30,125,1
-40,-10,-21,33,0
-40,-10,-18,54,1
-40,-10,-15,68,1
-40,-10,-12,36,0
-40,-10,-9,287,5
-40,-10,-6,180,2
-40,-10,0,4,1
-40,-10,3,225,2
-40,-10,6,27,0
-40,-10,9,167,1
-40,-10,12,348,3
-40,-10,15,172,1
-40,-10,18,4,0
-40,-10,24,12,1
-40,-10,27,125,3
-40,-10,30,24,0
-40,-10,33,241,1
-40,-10,36,47,0
-40,0,-30,259,2
-40,0,-27,258,6
-40,0,-24,40,2
-40,0,-18,168,2
-40,0,-15,49,2
-40,0,-12,293,7
-40,0,-9,60,3
-40,0,-6,343,2
-40,0,-3,114,2
-40,0,0,265,4
-40,0,3,446,3
-40,0,6,584,9
-40,0,9,260,1
-40,0,12,31,1
-40,0,15,363,4
-40,0,18,178,2
-40,0,21,257,2
-40,0,24,382,3
-40,0,27,183,0
-40,0,30,69,1
-40,0,33,157,2
-40,10,-33,174,4
-40,10,-30,235,4
-40,10,-27,312,3
-40,10,-24,105,2
-40,10,-21,115,2
-40,10,-18,40,0
-40,10,-15,17,0
-40,10,-12,169,4
-40,10,-6,198,2
-40,10,-3,266,1
-40,10,0,116,1
-40,10,3,343,4
-40,10,6,136,3
-40,10,9,135,0
-40,10,12,144,2
-40,10,15,49,0
-40,10,18,387,3
-40,10,21,150,3
-40,10,24,66,2
-40,10,30,252,3
-40,10,33,103,0
-40,10,36,119,0
-40,20,-36,7,1
-40,20,-33,111,0
-40,20,-30,231,1
-40,20,-27,37,1
-40,20,-24,58,2
-40,20,-21,35,1
-40,20,-18,145,0
-40,20,-15,162,4
-40,20,-12,41,0
-40,20,-9,172,2
-40,20,-6,194,1
-40,20,-3,5,1
-40,20,0,180,3
-40,20,3,183,1
-40,20,6,13,0
-40,20,9,149,2
-40,20,12,7,0
-40,20,15,5,0
-40,20,18,191,1
-40,20,21,157,1
-40,20,24,172,2
-40,20,27,106,1
-40,20,33,73,0
-40,20,36,19,0
-40,30,-30,39,2
-40,30,-27,9,1
-40,30,-21,31,1
-40,30,-18,25,0
-40,30,-15,104,1
-40,30,-12,268,1
-40,30,-9,21,1
-40,30,-6,111,0
-40,30,6,74,0
-40,30,12,100,2
-40,30,21,49,0
-40,30,24,140,1
-40,30,33,147,2
-40,40,-3,44,0
-40,40,6,13,0
-40,40,9,19,0
-40,40,12,54,0
-40,50,-9,20,0
-40,50,3,11,0
-40,50,6,18,2
-40,50,9,42,0
-40,50,15,17,0
-40,60,-12,16,1
-30,-60,-15,8,0
-30,-60,0,326,3
-30,-60,3,252,1
-30,-50,-3,6,1
-30,-50,6,41,1
-30,-50,9,12,1
-30,-40,-18,265,5
-30,-40,-12,98,1
-30,-40,-9,13,1
-30,-40,-6,46,1
-30,-40,-3,280,3
-30,-40,0,553,5
-30,-40,3,172,1
-30,-40,6,70,0
-30,-40,9,120,1
-30,-40,12,52,0
-30,-40,18,49,0
-30,-30,-24,16,0
-30,-30,-21,195,1
-30,-30,-18,64,1
-30,-30,-15,44,1
-30,-30,-9,265,5
-30,-30,-6,491,7
-30,-30,-3,242,3
-30,-30,0,169,3
-30,-30,3,79,2
-30,-30,9,79,2
-30,-30,12,149,0
-30,-30,15,138,1
-30,-30,21,63,2
-30,-30,24,45,1
-30,-30,27,119,0
-30,-30,30,12,1
-30,-20,-36,41,0
-30,-20,-33,240,2
-30,-20,-30,123,1
-30,-20,-27,202,2
-30,-20,-21,37,2
-30,-20,-18,472,6
-30,-20,-15,120,0
-30,-20,-12,32,0
-30,-20,-9,348,2
-30,-20,-6,56,0
-30,-20,-3,249,3
-30,-20,0,120,5
-30,-20,3,422,7
-30,-20,6,215,1
-30,-20,9,279,6
-30,-20,12,349,2
-30,-20,15,105,1
-30,-20,18,29,1
-30,-20,21,94,0
-30,-20,27,120,0
-30,-20,30,264,4
-30,-20,33,129,3
-30,-20,36,63,1
-30,-10,-33,116,1
-30,-10,-30,114,2
-30,-10,-27,169,2
-30,-10,-24,164,1
-30,-10,-21,233,0
-30,-10,-18,349,2
-30,-10,-15,577,2
-30,-10,-12,318,4
-30,-10,-9,127,0
-30,-10,-6,152,2
-30,-10,-3,39,0
-30,-10,0,39,2
-30,-10,3,401,6
-30,-10,6,248,3
-30,-10,9,245,3
-30,-10,12,131,0
-30,-10,15,59,1
-30,-10,18,135,4
-30,-10,21,238,1
-30,-10,24,150,1
-30,-10,30,124,3
-30,-10,33,204,5
-30,-10,36,32,1
-30,0,-33,18,0
-30,0,-30,40,2
-30,0,-27,573,5
-30,0,-24,20,1
-30,0,-21,93,0
-30,0,-18,381,3
-30,0,-15,54,1
-30,0,-12,138,2
-30,0,-9,431,3
-30,0,-6,541,6
-30,0,-3,107,1
-30,0,0,737,6
-30,0,3,269,2
-30,0,6,132,5
-30,0,9,331,6
-30,0,12,259,4
-30,0,15,239,3
-30,0,18,257,1
-30,0,21,88,0
-30,0,24,154,1
-30,0,27,529,3
-30,0,30,480,4
-30,0,33,330,2
-30,0,36,288,2
-30,10,-30,159,2
-30,10,-27,363,1
-30,10,-24,296,2
-30,10,-21,377,4
-30,10,-18,293,3
-30,10,-15,47,1
-30,10,-9,215,1
-30,10,-6,315,6
-30,10,-3,215,2
-30,10,0,362,4
-30,10,3,243,4
-30,10,6,496,3
-30,10,9,137,1
-30,10,12,166,2
-30,10,18,183,2
-30,10,21,41,1
-30,10,24,51,3
-30,10,27,137,4
-30,10,30,25,1
-30,10,33,78,2
-30,10,36,149,1
-30,20,-36,87,1
-30,20,-33,104,0
-30,20,-30,220,3
-30,20,-27,155,1
-30,20,-24,37,1
-30,20,-21,328,1
-30,20,-18,59,1
-30,20,-15,140,0
-30,20,-12,352,2
-30,20,-9,35,2
-30,20,-6,33,2
-30,20,-3,370,6
-30,20,0,282,3
-30,20,3,74,1
-30,20,6,116,0
-30,20,9,174,1
-30,20,12,348,4
-30,20,15,317,2
-30,20,18,71,2
-30,20,21,75,3
-30,20,24,283,2
-30,20,27,360,1
-30,20,30,123,1
-30,20,33,29,2
-30,30,-36,90,0
-30,30,-30,7,1
-30,30,-27,28,1
-30,30,-18,318,1
-30,30,-15,13,0
-30,30,-12,107,2
-30,30,-9,49,2
-30,30,-6,145,1
-30,30,-3,234,2
-30,30,0,35,1
-30,30,3,51,0
-30,30,6,86,0
-30,30,9,36,0
-30,30,12,16,0
-30,30,15,88,1
-30,30,18,50,0
-30,30,21,68,1
-30,30,24,214,0
-30,30,27,40,2
-30,30,30,296,1
-30,30,33,54,1
-30,30,36,39,0
-30,40,-36,283,1
-30,40,-33,167,0
-30,40,-30,95,2
-30,40,-24,44,0
-30,40,-21,185,2
-30,40,-18,17,0
-30,40,-15,19,1
-30,40,-12,3,1
-30,40,-9,30,1
-30,40,-3,170,2
-30,40,0,182,2
-30,40,3,365,3
-30,40,6,120,0
-30,40,9,67,0
-30,40,24,19,1
-30,40,27,346,1
-30,40,30,107,3
-30,40,33,2,1
-30,50,-6,50,0
-30,50,-3,25,0
-30,50,9,73,1
-30,50,15,30,1
-30,50,18,2,0
-20,-60,9,82,1
-20,-50,-36,119,1
-20,-50,-33,4,1
-20,-50,-9,8,0
-20,-50,-3,89,0
-20,-50,0,182,2
-20,-50,3,144,1
-20,-50,6,208,1
-20,-50,9,103,1
-20,-50,12,46,0
-20,-50,18,50,0
-20,-50,21,14,0
-20,-50,24,142,0
-20,-40,-30,58,1
-20,-40,-27,7,0
-20,-40,-24,140,1
-20,-40,-21,2,0
-20,-40,-18,138,2
-20,-40,-15,110,0
-20,-40,-12,292,4
-20,-40,-9,75,2
-20,-40,-6,67,1
-20,-40,-3,154,2
-20,-40,0,318,5
-20,-40,3,333,3
-20,-40,6,225,1
-20,-40,9,387,3
-20,-40,12,641,5
-20,-40,18,4,0
-20,-40,21,60,0
-20,-40,24,125,1
-20,-40,30,18,1
-20,-30,-36,63,1
-20,-30,-33,3,1
-20,-30,-30,173,2
-20,-30,-27,68,1
-20,-30,-24,212,4
-20,-30,-21,65,0
-20,-30,-18,40,2
-20,-30,-15,103,0
-20,-30,-12,176,1
-20,-30,-9,331,2
-20,-30,-6,243,1
-20,-30,-3,420,6
-20,-30,0,189,2
-20,-30,3,450,3
-20,-30,6,323,1
-20,-30,9,456,2
-20,-30,12,184,1
-20,-30,15,30,3
-20,-30,18,87,2
-20,-30,21,135,0
-20,-30,24,88,0
-20,-30,30,143,2
-20,-30,33,295,3
-20,-30,36,43,0
-20,-20,-36,77,1
-20,-20,-33,135,2
-20,-20,-30,235,1
-20,-20,-27,256,4
-20,-20,-24,75,0
-20,-20,-21,130,0
-20,-20,-15,420,2
-20,-20,-12,344,5
-20,-20,-9,340,7
-20,-20,-6,677,10
-20,-20,-3,866,14
-20,-20,0,319,3
-20,-20,3,517,7
-20,-20,6,360,2
-20,-20,9,81,0
-20,-20,12,42,1
-20,-20,15,117,2
-20,-20,18,124,2
-20,-20,21,313,3
-20,-20,24,281,2
-20,-20,27,221,4
-20,-20,30,77,2
-20,-20,33,226,4
-20,-20,36,193,4
-20,-10,-36,234,1
-20,-10,-33,233,2
-20,-10,-30,124,0
-20,-10,-27,199,2
-20,-10,-24,135,2
-20,-10,-21,575,7
-20,-10,-18,217,4
-20,-10,-15,266,3
-20,-10,-12,167,3
-20,-10,-9,246,1
-20,-10,-6,329,1
-20,-10,-3,631,7
-20,-10,0,598,5
-20,-10,3,627,7
-20,-10,6,445,3
-20,-10,9,214,6
-20,-10,12,356,3
-20,-10,15,318,3
-20,-10,18,351,2
-20,-10,21,199,5
-20,-10,24,195,1
-20,-10,27,392,5
-20,-10,30,100,2
-20,-10,33,171,1
-20,-10,36,226,6
-20,0,-36,88,3
-20,0,-33,47,0
-20,0,-30,281,2
-20,0,-27,376,5
-20,0,-24,628,6
-20,0,-21,372,3
-20,0,-18,528,3
-20,0,-15,502,5
-20,0,-12,544,8
-20,0,-9,329,7
-20,0,-6,334,5
-20,0,-3,435,5
-20,0,0,398,9
-20,0,3,534,12
-20,0,6,370,3
-20,0,9,549,5
-20,0,12,571,6
-20,0,15,531,7
-20,0,18,1033,8
-20,0,21,914,4
-20,0,24,424,6
-20,0,27,230,3
-20,0,30,271,0
-20,0,33,130,1
-20,0,36,270,4
-20,10,-36,115,1
-20,10,-33,177,1
-20,10,-30,295,4
-20,10,-27,127,2
-20,10,-24,101,1
-20,10,-21,379,4
-20,10,-18,474,3
-20,10,-15,219,1
-20,10,-12,363,6
-20,10,-9,594,9
-20,10,-6,377,9
-20,10,-3,370,5
-20,10,0,276,2
-20,10,3,759,7
-20,10,6,718,3
-20,10,9,717,6
-20,10,12,353,2
-20,10,15,184,3
-20,10,18,324,5
-20,10,21,319,7
-20,10,24,156,4
-20,10,27,170,3
-20,10,30,217,3
-20,10,33,149,0
-20,10,36,240,2
-20,20,-36,266,3
-20,20,-33,117,1
-20,20,-30,378,3
-20,20,-27,421,6
-20,20,-24,169,5
-20,20,-21,448,6
-20,20,-18,294,3
-20,20,-15,182,5
-20,20,-12,327,4
-20,20,-9,268,1
-20,20,-6,273,4
-20,20,-3,758,6
-20,20,0,112,4
-20,20,3,869,7
-20,20,6,141,1
-20,20,9,843,3
-20,20,12,124,1
-20,20,15,62,1
-20,20,18,467,3
-20,20,21,212,2
-20,20,24,225,4
-20,20,27,239,8
-20,20,30,431,3
-20,20,33,133,5
-20,20,36,161,3
-20,30,-30,20,2
-20,30,-27,169,2
-20,30,-24,12,0
-20,30,-21,158,2
-20,30,-18,206,2
-20,30,-15,74,1
-20,30,-12,323,3
-20,30,-9,188,4
-20,30,-6,460,2
-20,30,-3,378,4
-20,30,0,224,3
-20,30,3,437,1
-20,30,6,164,1
-20,30,9,149,2
-20,30,12,120,1
-20,30,15,310,4
-20,30,18,193,3
-20,30,21,64,3
-20,30,24,54,1
-20,30,27,236,2
-20,30,30,72,1
-20,30,33,6,1
-20,30,36,142,1
-20,40,-36,13,0
-20,40,-33,22,1
-20,40,-24,136,2
-20,40,-21,123,3
-20,40,-18,147,1
-20,40,-12,190,1
-20,40,-9,209,1
-20,40,-6,194,2
-20,40,-3,66,1
-20,40,0,64,2
-20,40,3,30,0
-20,40,6,126,2
-20,40,9,120,0
-20,40,12,120,0
-20,40,15,36,0
-20,40,18,88,2
-20,40,21,139,1
-20,40,36,19,0
-20,50,-36,113,1
-20,50,-33,63,1
-20,50,-30,91,3
-20,50,-15,9,1
-20,50,-9,69,0
-20,50,-3,175,1
-20,50,0,377,2
-20,50,9,23,1
-20,50,27,72,2
-20,50,30,53,0
-20,60,-6,46,1
-10,-80,36,51,0
-10,-70,30,43,1
-10,-70,36,107,1
-10,-60,6,7,0
-10,-60,9,128,1
-10,-60,12,6,1
-10,-50,-30,60,0
-10,-50,-27,106,1
-10,-50,-24,59,0
-10,-50,-21,119,1
-10,-50,-18,181,1
-10,-50,-12,82,0
-10,-50,-9,155,3
-10,-50,3,85,0
-10,-50,6,50,0
-10,-50,15,5,0
-10,-50,18,59,1
-10,-50,21,13,0
-10,-50,24,54,4
-10,-40,-30,185,1
-10,-40,-27,94,1
-10,-40,-24,96,2
-10,-40,-18,170,1
-10,-40,-15,96,0
-10,-40,-12,219,1
-10,-40,-9,210,3
-10,-40,-6,274,5
-10,-40,-3,124,2
-10,-40,0,420,3
-10,-40,3,333,3
-10,-40,6,146,2
-10,-40,9,204,1
-10,-40,12,328,4
-10,-40,15,249,3
-10,-40,18,118,1
-10,-40,21,97,1
-10,-40,24,95,1
-10,-40,33,27,1
-10,-40,36,40,1
-10,-30,-36,83,1
-10,-30,-33,103,2
-10,-30,-27,2,1
-10,-30,-24,184,2
-10,-30,-21,43,1
-10,-30,-18,156,1
-10,-30,-15,50,1
-10,-30,-12,212,5
-10,-30,-9,448,3
-10,-30,-6,279,1
-10,-30,-3,320,5
-10,-30,0,347,4
-10,-30,3,209,2
-10,-30,6,298,4
-10,-30,9,248,7
-10,-30,12,215,3
-10,-30,15,289,2
-10,-30,18,11,0
-10,-30,21,239,2
-10,-30,24,100,1
-10,-30,27,29,1
-10,-30,30,17,0
-10,-20,-36,140,2
-10,-20,-33,130,5
-10,-20,-30,302,3
-10,-20,-27,14,0
-10,-20,-24,503,5
-10,-20,-21,141,0
-10,-20,-18,217,1
-10,-20,-15,329,4
-10,-20,-12,443,2
-10,-20,-9,495,11
-10,-20,-6,794,10
-10,-20,-3,324,3
-10,-20,0,439,4
-10,-20,3,465,3
-10,-20,6,539,6
-10,-20,9,273,4
-10,-20,12,823,9
-10,-20,15,569,4
-10,-20,18,358,5
-10,-20,21,159,2
-10,-20,24,262,5
-10,-20,27,5,1
-10,-20,30,219,3
-10,-20,33,148,1
-10,-20,36,139,2
-10,-10,-36,103,3
-10,-10,-33,35,1
-10,-10,-30,190,2
-10,-10,-27,501,6
-10,-10,-24,381,5
-10,-10,-21,646,8
-10,-10,-18,228,1
-10,-10,-15,310,5
-10,-10,-12,397,3
-10,-10,-9,450,4
-10,-10,-6,283,3
-10,-10,-3,587,3
-10,-10,0,395,2
-10,-10,3,187,5
-10,-10,6,298,7
-10,-10,9,186,4
-10,-10,12,331,3
-10,-10,15,567,5
-10,-10,18,576,6
-10,-10,21,271,3
-10,-10,24,632,6
-10,-10,27,411,5
-10,-10,30,131,0
-10,-10,33,51,1
-10,-10,36,84,1
-10,0,-36,279,1
-10,0,-33,230,2
-10,0,-30,475,8
-10,0,-27,579,1
-10,0,-24,541,6
-10,0,-21,112,1
-10,0,-18,518,5
-10,0,-15,411,7
-10,0,-12,412,6
-10,0,-9,397,1
-10,0,-6,150,1
-10,0,-3,434,5
-10,0,0,362,5
-10,0,3,423,5
-10,0,6,670,4
-10,0,9,725,7
-10,0,12,381,5
-10,0,15,415,6
-10,0,18,258,5
-10,0,21,695,8
-10,0,24,392,6
-10,0,27,284,2
-10,0,30,238,2
-10,0,33,164,3
-10,0,36,186,1
-10,10,-36,88,0
-10,10,-33,308,4
-10,10,-30,101,1
-10,10,-27,120,1
-10,10,-24,304,3
-10,10,-21,610,5
-10,10,-18,292,6
-10,10,-15,391,3
-10,10,-12,322,2
-10,10,-9,289,5
-10,10,-6,405,7
-10,10,-3,864,9
-10,10,0,364,6
-10,10,3,478,4
-10,10,6,263,5
-10,10,9,199,3
-10,10,12,575,2
-10,10,15,430,2
-10,10,18,372,4
-10,10,21,220,1
-10,10,24,414,4
-10,10,27,357,4
-10,10,30,114,1
-10,10,33,338,3
-10,10,36,66,1
-10,20,-36,54,0
-10,20,-33,454,6
-10,20,-30,292,6
-10,20,-27,133,4
-10,20,-24,43,0
-10,20,-21,176,2
-10,20,-18,326,3
-10,20,-15,337,6
-10,20,-12,308,1
-10,20,-9,528,11
-10,20,-6,716,8
-10,20,-3,602,6
-10,20,0,366,6
-10,20,3,895,7
-10,20,6,657,6
-10,20,9,279,6
-10,20,12,270,3
-10,20,15,130,3
-10,20,18,178,4
-10,20,21,120,2
-10,20,24,351,8
-10,20,27,478,5
-10,20,30,94,2
-10,20,33,406,6
-10,20,36,204,2
-10,30,-33,50,1
-10,30,-30,440,5
-10,30,-27,167,1
-10,30,-24,160,1
-10,30,-21,308,3
-10,30,-18,274,3
-10,30,-15,33,1
-10,30,-12,336,3
-10,30,-9,146,0
-10,30,-6,437,8
-10,30,-3,386,5
-10,30,0,355,3
-10,30,3,144,2
-10,30,6,309,3
-10,30,9,5,0
-10,30,12,266,3
-10,30,15,188,4
-10,30,18,116,1
-10,30,21,189,3
-10,30,24,351,6
-10,30,27,172,5
-10,30,30,134,2
-10,30,33,91,1
-10,30,36,170,2
-10,40,-36,41,1
-10,40,-33,41,1
-10,40,-30,43,0
-10,40,-24,210,4
-10,40,-21,99,1
-10,40,-18,28,1
-10,40,-15,34,0
-10,40,-12,112,0
-10,40,-9,208,3
-10,40,-6,22,0
-10,40,-3,55,0
-10,40,0,291,2
-10,40,3,241,2
-10,40,6,184,3
-10,40,9,42,1
-10,40,12,115,3
-10,40,15,384,2
-10,40,18,56,2
-10,40,21,225,2
-10,40,24,229,2
-10,40,27,119,0
-10,40,30,18,1
-10,50,-36,124,2
-10,50,-33,237,3
-10,50,-21,19,1
-10,50,-18,50,1
-10,50,-15,118,3
-10,50,-9,5,1
-10,50,-3,27,1
-10,50,0,93,1
-10,50,6,4,0
-10,50,9,26,1
-10,50,24,188,1
-10,50,27,119,2
-10,50,30,3,1
-10,60,-36,56,2
-10,60,-6,38,2
0,-80,30,36,0
0,-70,30,75,0
0,-60,-9,21,0
0,-60,-6,143,0
0,-60,-3,6,1
0,-60,6,174,2
0,-60,9,71,3
0,-50,-33,120,0
0,-50,-30,7,0
0,-50,-27,65,0
0,-50,-24,121,0
0,-50,-18,158,1
0,-50,-15,294,3
0,-50,-12,48,0
0,-50,-9,42,1
0,-50,-6,171,0
0,-50,-3,21,0
0,-50,0,39,3
0,-50,3,355,3
0,-50,6,271,2
0,-50,9,8,0
0,-50,12,157,1
0,-50,15,124,1
0,-50,18,311,2
0,-50,21,6,0
0,-50,24,15,1
0,-50,27,51,1
0,-50,30,33,0
0,-40,-30,286,3
0,-40,-27,210,3
0,-40,-24,171,1
0,-40,-21,114,0
0,-40,-18,8,1
0,-40,-15,297,1
0,-40,-12,160,2
0,-40,-9,188,2
0,-40,-6,6,0
0,-40,-3,187,2
0,-40,0,399,2
0,-40,3,458,6
0,-40,6,301,0
0,-40,9,133,5
0,-40,12,83,1
0,-40,15,68,3
0,-40,18,203,2
0,-40,21,195,3
0,-40,24,495,10
0,-40,27,207,2
0,-40,30,8,0
0,-40,33,305,2
0,-40,36,391,3
0,-30,-36,398,3
0,-30,-33,217,1
0,-30,-30,411,4
0,-30,-27,154,2
0,-30,-24,206,2
0,-30,-21,568,9
0,-30,-18,358,5
0,-30,-15,156,2
0,-30,-12,431,4
0,-30,-9,349,3
0,-30,-6,166,2
0,-30,-3,509,6
0,-30,0,260,0
0,-30,3,246,3
0,-30,6,190,1
0,-30,9,347,4
0,-30,12,525,3
0,-30,15,232,0
0,-30,18,281,2
0,-30,21,98,0
0,-30,24,427,5
0,-30,27,121,1
0,-30,30,117,0
0,-30,36,73,1
0,-20,-36,458,3
0,-20,-33,176,4
0,-20,-30,354,2
0,-20,-27,148,4
0,-20,-24,492,3
0,-20,-21,895,5
0,-20,-18,645,8
0,-20,-15,715,5
0,-20,-12,345,5
0,-20,-9,531,4
0,-20,-6,449,7
0,-20,-3,402,5
0,-20,0,667,9
0,-20,3,531,7
0,-20,6,620,4
0,-20,9,562,5
0,-20,12,448,4
0,-20,15,505,4
0,-20,18,546,9
0,-20,21,275,4
0,-20,24,278,0
0,-20,27,493,4
0,-20,30,108,1
0,-20,33,143,0
0,-20,36,139,2
0,-10,-36,195,3
0,-10,-33,104,1
0,-10,-30,634,5
0,-10,-27,368,7
0,-10,-24,487,4
0,-10,-21,619,8
0,-10,-18,310,3
0,-10,-15,492,4
0,-10,-12,415,6
0,-10,-9,396,4
0,-10,-6,131,2
0,-10,-3,461,7
0,-10,0,796,7
0,-10,3,488,8
0,-10,6,359,3
0,-10,9,9,1
0,-10,12,458,1
0,-10,15,229,6
0,-10,18,346,5
0,-10,21,628,6
0,-10,24,943,9
0,-10,27,416,4
0,-10,30,365,7
0,-10,33,184,5
0,-10,36,109,3
0,0,-36,604,7
0,0,-33,417,6
0,0,-30,479,5
0,0,-27,495,11
0,0,-24,429,5
0,0,-21,664,4
0,0,-18,748,8
0,0,-15,1040,6
0,0,-12,796,6
0,0,-9,580,7
0,0,-6,479,7
0,0,-3,547,7
0,0,0,790,10
0,0,3,389,5
0,0,6,613,6
0,0,9,366,6
0,0,12,632,5
0,0,15,782,6
0,0,18,624,10
0,0,21,419,7
0,0,24,398,5
0,0,27,705,7
0,0,30,785,9
0,0,33,319,9
0,0,36,209,4
0,10,-36,160,2
0,10,-33,286,5
0,10,-30,323,4
0,10,-27,882,10
0,10,-24,47,0
0,10,-21,662,3
0,10,-18,403,4
0,10,-15,788,15
0,10,-12,417,6
0,10,-9,351,4
0,10,-6,495,5
0,10,-3,388,2
0,10,0,356,6
0,10,3,370,2
0,10,6,282,3
0,10,9,827,10
0,10,12,230,3
0,10,15,454,6
0,10,18,146,2
0,10,21,62,2
0,10,24,409,4
0,10,27,621,5
0,10,30,90,1
0,10,33,314,3
0,10,36,116,2
0,20,-36,240,2
0,20,-33,238,6
0,20,-30,174,3
0,20,-27,504,6
0,20,-24,233,4
0,20,-21,306,2
0,20,-18,707,4
0,20,-15,728,7
0,20,-12,416,12
0,20,-9,808,9
0,20,-6,377,2
0,20,-3,526,5
0,20,0,646,5
0,20,3,1005,12
0,20,6,628,4
0,20,9,635,7
0,20,12,728,6
0,20,15,326,2
0,20,18,438,4
0,20,21,329,4
0,20,24,318,2
0,20,27,188,3
0,20,30,87,3
0,20,33,169,1
0,20,36,282,4
0,30,-36,11,1
0,30,-33,75,2
0,30,-30,117,1
0,30,-27,132,1
0,30,-24,232,4
0,30,-21,64,1
0,30,-18,559,3
0,30,-15,382,9
0,30,-12,417,5
0,30,-9,204,3
0,30,-6,395,4
0,30,-3,656,7
0,30,0,417,3
0,30,3,478,6
0,30,6,310,3
0,30,9,224,4
0,30,12,217,2
0,30,15,47,1
0,30,18,235,5
0,30,21,37,0
0,30,24,65,1
0,30,27,324,5
0,30,30,108,1
0,30,36,129,2
0,40,-36,218,3
0,40,-33,42,0
0,40,-30,120,0
0,40,-27,147,2
0,40,-24,97,4
0,40,-21,59,1
0,40,-18,81,1
0,40,-15,221,1
0,40,-12,448,3
0,40,-9,159,2
0,40,-6,200,2
0,40,-3,298,5
0,40,0,424,6
0,40,3,170,0
0,40,6,171,1
0,40,9,496,5
0,40,12,340,3
0,40,15,224,1
0,40,18,259,4
0,40,21,79,0
0,40,24,233,2
0,40,27,319,2
0,40,30,624,8
0,40,33,38,1
0,50,-30,97,0
0,50,-21,45,0
0,50,-15,22,0
0,50,-12,36,1
0,50,-9,3,1
0,50,-6,1,1
0,50,-3,137,0
0,50,0,201,4
0,50,6,43,0
0,50,9,89,2
0,50,12,95,0
0,50,15,240,3
0,50,21,305,2
0,50,24,49,1
0,60,-12,92,0
0,60,-9,64,1
0,60,-6,151,0
0,60,-3,65,1
0,60,0,30,1
0,60,18,46,1
0,60,21,20,1
0,70,-9,25,0
10,-80,15,49,0
10,-80,18,15,1
10,-70,18,45,0
10,-60,-6,40,0
10,-60,-3,107,2
10,-60,0,8,0
10,-60,9,33,2
10,-60,12,94,2
10,-60,18,57,0
10,-60,21,75,0
10,-60,27,83,1
10,-60,30,82,1
10,-50,-36,78,1
10,-50,-18,26,0
