"time","volume","id","density","tcells"
12.7,119232.659411356,"k = 16",83750,9985735225.70106
12.75,103811.617425575,"k = 16",84375,8759105220.28292
12.8,90385.4315560987,"k = 16",85000,7682761682.26839
12.85,78695.2876066777,"k = 16",85625,6738284001.32178
12.9,68517.0471067995,"k = 16",86250,5909595312.96146
12.95,59655.2529752131,"k = 16",86875,5182550102.22164
13,51939.5023126345,"k = 16",87500,4544706452.35551
13.05,45221.7760555777,"k = 16",88125,3985169014.89778
13.1,39372.9795767933,"k = 16",88750,3494351937.44041
13.15,34280.601512765,"k = 16",89375,3063828760.20337
13.2,29846.8194939703,"k = 16",90000,2686213754.45732
13.25,25986.4943551601,"k = 16",90625,2355026050.93638
13.3,22625.4889543619,"k = 16",91250,2064575867.08552
13.35,19699.214037495,"k = 16",91875,1809865289.69486
13.4,17151.4146169794,"k = 16",92500,1586505852.0706
13.45,14933.1269155662,"k = 16",93125,1390647444.0121
13.5,13001.7391931306,"k = 16",93750,1218913049.356
13.55,11320.1526044421,"k = 16",94375,1068339402.04422
13.6,9856.05827373171,"k = 16",95000,936325536.004513
13.65,8581.32238434931,"k = 16",95625,820588953.003403
13.7,7471.45282124376,"k = 16",96250,719127334.044712
13.75,6505.12825805846,"k = 16",96875,630184299.999414
13.8,5663.78463108137,"k = 16",97500,552219001.530434
13.85,4931.25713353022,"k = 16",98125,483879606.227653
13.9,4293.47113621732,"k = 16",98750,423980274.701461
13.95,3738.17305547501,"k = 16",99375,371480947.387829
14,3254.69466180014,"k = 16",1e+05,325469466.180014
